NAICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CODE,NAICS DESCRIPTION,DATA TYPE,TOTAL,0-4,5-9,10-19,<20,20-99,100-499,<500,500+,,,,,,,,,,,,,,,,,,,,,
524291,Claims Adjusting,Firms,"3,576","2,521",509,234,"3,264",215,55,"3,534",42,,,,,,,,,,,,,,,,,,,,,
524291,Claims Adjusting,Establishments,"5,286","2,530",533,303,"3,366",561,430,"4,357",929,,,,,,,,,,,,,,,,,,,,,
524291,Claims Adjusting,Employment,"47,478","3,862","3,229","2,996","10,087","7,979","7,199","25,265","22,213",,,,,,,,,,,,,,,,,,,,,
524291,Claims Adjusting,"Annual Payroll ($1,000)","2,850,362","181,371","138,608","141,392","461,371","459,326","490,564","1,411,261","1,439,101",,,,,,,,,,,,,,,,,,,,,
524292,Third Party Administration of Insurance and Pension Funds,Firms,"3,546","1,558",576,478,"2,612",612,170,"3,394",152,,,,,,,,,,,,,,,,,,,,,
524292,Third Party Administration of Insurance and Pension Funds,Establishments,"4,930","1,564",579,492,"2,635",739,390,"3,764","1,166",,,,,,,,,,,,,,,,,,,,,
524292,Third Party Administration of Insurance and Pension Funds,Employment,"141,881","2,691","3,785","6,458","12,934","24,361","27,150","64,445","77,436",,,,,,,,,,,,,,,,,,,,,
524292,Third Party Administration of Insurance and Pension Funds,"Annual Payroll ($1,000)","6,556,040","158,393","175,924","310,716","645,033","1,169,136","1,389,060","3,203,229","3,352,811",,,,,,,,,,,,,,,,,,,,,
524298,All Other Insurance Related Activities,Firms,"2,204","1,638",259,130,"2,027",108,32,"2,167",37,,,,,,,,,,,,,,,,,,,,,
524298,All Other Insurance Related Activities,Establishments,"2,460","1,643",269,134,"2,046",150,49,"2,245",215,,,,,,,,,,,,,,,,,,,,,
524298,All Other Insurance Related Activities,Employment,"22,274","2,442","1,651","1,694","5,787","4,353","4,789","14,929","7,345",,,,,,,,,,,,,,,,,,,,,
524298,All Other Insurance Related Activities,"Annual Payroll ($1,000)","1,262,527","123,395","79,203","87,093","289,691","244,171","257,782","791,644","470,883",,,,,,,,,,,,,,,,,,,,,
525,"Funds, Trusts, and Other Financial Vehicles",Firms,"2,172","1,680",169,113,"1,962",102,46,"2,110",62,,,,,,,,,,,,,,,,,,,,,
525,"Funds, Trusts, and Other Financial Vehicles",Establishments,"3,320","1,682",175,118,"1,975",131,161,"2,267","1,053",,,,,,,,,,,,,,,,,,,,,
525,"Funds, Trusts, and Other Financial Vehicles",Employment,"26,757","1,855",[g],"1,458",[h],"3,668",[i],"13,312","13,445",,,,,,,,,,,,,,,,,,,,,
525,"Funds, Trusts, and Other Financial Vehicles","Annual Payroll ($1,000)","2,696,871","178,610",(D),"164,928",(D),"538,347",(D),"1,482,716","1,214,155",,,,,,,,,,,,,,,,,,,,,
5259,Other Investment Pools and Funds,Firms,"2,172","1,680",169,113,"1,962",102,46,"2,110",62,,,,,,,,,,,,,,,,,,,,,
5259,Other Investment Pools and Funds,Establishments,"3,320","1,682",175,118,"1,975",131,161,"2,267","1,053",,,,,,,,,,,,,,,,,,,,,
5259,Other Investment Pools and Funds,Employment,"26,757","1,855",[g],"1,458",[h],"3,668",[i],"13,312","13,445",,,,,,,,,,,,,,,,,,,,,
5259,Other Investment Pools and Funds,"Annual Payroll ($1,000)","2,696,871","178,610",(D),"164,928",(D),"538,347",(D),"1,482,716","1,214,155",,,,,,,,,,,,,,,,,,,,,
52591,Open-End Investment Funds,Firms,241,165,31,16,212,9,6,227,14,,,,,,,,,,,,,,,,,,,,,
52591,Open-End Investment Funds,Establishments,286,165,34,18,217,10,6,233,53,,,,,,,,,,,,,,,,,,,,,
52591,Open-End Investment Funds,Employment,"3,778",238,[c],174,[f],238,[b],932,"2,846",,,,,,,,,,,,,,,,,,,,,
52591,Open-End Investment Funds,"Annual Payroll ($1,000)","603,972","19,344",(D),"28,642",(D),"21,001",(D),"123,409","480,563",,,,,,,,,,,,,,,,,,,,,
525910,Open-End Investment Funds,Firms,241,165,31,16,212,9,6,227,14,,,,,,,,,,,,,,,,,,,,,
525910,Open-End Investment Funds,Establishments,286,165,34,18,217,10,6,233,53,,,,,,,,,,,,,,,,,,,,,
525910,Open-End Investment Funds,Employment,"3,778",238,[c],174,[f],238,[b],932,"2,846",,,,,,,,,,,,,,,,,,,,,
525910,Open-End Investment Funds,"Annual Payroll ($1,000)","603,972","19,344",(D),"28,642",(D),"21,001",(D),"123,409","480,563",,,,,,,,,,,,,,,,,,,,,
52593,Real Estate Investment Trusts,Firms,971,712,74,55,841,61,34,936,35,,,,,,,,,,,,,,,,,,,,,
52593,Real Estate Investment Trusts,Establishments,"2,056",712,76,57,845,85,149,"1,079",977,,,,,,,,,,,,,,,,,,,,,
52593,Real Estate Investment Trusts,Employment,"19,291",807,462,738,"2,007","2,337","4,627","8,971","10,320",,,,,,,,,,,,,,,,,,,,,
52593,Real Estate Investment Trusts,"Annual Payroll ($1,000)","1,749,321","68,247","25,539","78,497","172,283","393,484","491,192","1,056,959","692,362",,,,,,,,,,,,,,,,,,,,,
525930,Real Estate Investment Trusts,Firms,971,712,74,55,841,61,34,936,35,,,,,,,,,,,,,,,,,,,,,
525930,Real Estate Investment Trusts,Establishments,"2,056",712,76,57,845,85,149,"1,079",977,,,,,,,,,,,,,,,,,,,,,
525930,Real Estate Investment Trusts,Employment,"19,291",807,462,738,"2,007","2,337","4,627","8,971","10,320",,,,,,,,,,,,,,,,,,,,,
525930,Real Estate Investment Trusts,"Annual Payroll ($1,000)","1,749,321","68,247","25,539","78,497","172,283","393,484","491,192","1,056,959","692,362",,,,,,,,,,,,,,,,,,,,,
52599,Other Financial Vehicles,Firms,962,803,64,42,909,32,6,947,15,,,,,,,,,,,,,,,,,,,,,
52599,Other Financial Vehicles,Establishments,978,805,65,43,913,36,6,955,23,,,,,,,,,,,,,,,,,,,,,
52599,Other Financial Vehicles,Employment,"3,688",810,400,546,"1,756","1,093",560,"3,409",279,,,,,,,,,,,,,,,,,,,,,
52599,Other Financial Vehicles,"Annual Payroll ($1,000)","343,578","91,019","26,015","57,789","174,823","123,862","3,663","302,348","41,230",,,,,,,,,,,,,,,,,,,,,
525990,Other Financial Vehicles,Firms,962,803,64,42,909,32,6,947,15,,,,,,,,,,,,,,,,,,,,,
525990,Other Financial Vehicles,Establishments,978,805,65,43,913,36,6,955,23,,,,,,,,,,,,,,,,,,,,,
525990,Other Financial Vehicles,Employment,"3,688",810,400,546,"1,756","1,093",560,"3,409",279,,,,,,,,,,,,,,,,,,,,,
525990,Other Financial Vehicles,"Annual Payroll ($1,000)","343,578","91,019","26,015","57,789","174,823","123,862","3,663","302,348","41,230",,,,,,,,,,,,,,,,,,,,,
53,Real Estate and Rental and Leasing,Firms,"300,525","235,283","34,924","15,646","285,853","11,002","2,447","299,302","1,223",,,,,,,,,,,,,,,,,,,,,
53,Real Estate and Rental and Leasing,Establishments,"370,651","235,704","35,840","17,688","289,232","17,761","12,283","319,276","51,375",,,,,,,,,,,,,,,,,,,,,
53,Real Estate and Rental and Leasing,Employment,"2,144,077","330,748","224,494","204,385","759,627","393,256","310,177","1,463,060","681,017",,,,,,,,,,,,,,,,,,,,,
53,Real Estate and Rental and Leasing,"Annual Payroll ($1,000)","81,790,239","12,476,556","7,157,564","7,225,794","26,859,914","14,772,443","11,871,601","53,503,958","28,286,281",,,,,,,,,,,,,,,,,,,,,
531,Real Estate,Firms,"268,147","216,349","28,904","11,990","257,243","8,243","1,857","267,343",804,,,,,,,,,,,,,,,,,,,,,
531,Real Estate,Establishments,"302,453","216,690","29,620","13,502","259,812","12,822","8,964","281,598","20,855",,,,,,,,,,,,,,,,,,,,,
531,Real Estate,Employment,"1,480,040","299,566","185,150","156,158","640,874","299,411","249,203","1,189,488","290,552",,,,,,,,,,,,,,,,,,,,,
531,Real Estate,"Annual Payroll ($1,000)","59,673,918","11,416,856","6,132,766","5,704,691","23,254,313","11,322,243","9,588,459","44,165,015","15,508,903",,,,,,,,,,,,,,,,,,,,,
5311,Lessors of Real Estate,Firms,"99,577","77,709","12,710","4,800","95,219","3,059",783,"99,061",516,,,,,,,,,,,,,,,,,,,,,
5311,Lessors of Real Estate,Establishments,"116,970","77,884","13,070","5,534","96,488","4,827","4,389","105,704","11,266",,,,,,,,,,,,,,,,,,,,,
5311,Lessors of Real Estate,Employment,"529,628","122,993","80,854","60,974","264,821","98,214","65,773","428,808","100,820",,,,,,,,,,,,,,,,,,,,,
5311,Lessors of Real Estate,"Annual Payroll ($1,000)","17,028,851","3,437,997","2,124,639","1,714,805","7,277,441","2,883,078","2,394,779","12,555,298","4,473,553",,,,,,,,,,,,,,,,,,,,,
53111,Lessors of Residential Buildings and Dwellings,Firms,"53,300","40,453","7,430","2,913","50,796","1,795",454,"53,045",255,,,,,,,,,,,,,,,,,,,,,
53111,Lessors of Residential Buildings and Dwellings,Establishments,"63,274","40,531","7,629","3,290","51,450","2,876","3,223","57,549","5,725",,,,,,,,,,,,,,,,,,,,,
53111,Lessors of Residential Buildings and Dwellings,Employment,"298,980","64,549","47,669","37,050","149,268","59,265","40,478","249,011","49,969",,,,,,,,,,,,,,,,,,,,,
53111,Lessors of Residential Buildings and Dwellings,"Annual Payroll ($1,000)","8,014,799","1,546,877","1,125,840","962,139","3,634,856","1,536,781","1,129,277","6,300,914","1,713,885",,,,,,,,,,,,,,,,,,,,,
531110,Lessors of Residential Buildings and Dwellings,Firms,"53,300","40,453","7,430","2,913","50,796","1,795",454,"53,045",255,,,,,,,,,,,,,,,,,,,,,
531110,Lessors of Residential Buildings and Dwellings,Establishments,"63,274","40,531","7,629","3,290","51,450","2,876","3,223","57,549","5,725",,,,,,,,,,,,,,,,,,,,,
531110,Lessors of Residential Buildings and Dwellings,Employment,"298,980","64,549","47,669","37,050","149,268","59,265","40,478","249,011","49,969",,,,,,,,,,,,,,,,,,,,,
531110,Lessors of Residential Buildings and Dwellings,"Annual Payroll ($1,000)","8,014,799","1,546,877","1,125,840","962,139","3,634,856","1,536,781","1,129,277","6,300,914","1,713,885",,,,,,,,,,,,,,,,,,,,,
53112,Lessors of Nonresidential Buildings (except Miniwarehouses),Firms,"28,526","22,291","3,247","1,365","26,903","1,054",305,"28,262",264,,,,,,,,,,,,,,,,,,,,,
53112,Lessors of Nonresidential Buildings (except Miniwarehouses),Establishments,"31,494","22,324","3,292","1,467","27,083","1,254",567,"28,904","2,590",,,,,,,,,,,,,,,,,,,,,
53112,Lessors of Nonresidential Buildings (except Miniwarehouses),Employment,"161,483","33,749","20,556","16,949","71,254","31,608","20,871","123,733","37,750",,,,,,,,,,,,,,,,,,,,,
53112,Lessors of Nonresidential Buildings (except Miniwarehouses),"Annual Payroll ($1,000)","7,214,534","1,252,194","705,067","571,466","2,528,727","1,148,003","1,106,391","4,783,121","2,431,413",,,,,,,,,,,,,,,,,,,,,
531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Firms,"28,526","22,291","3,247","1,365","26,903","1,054",305,"28,262",264,,,,,,,,,,,,,,,,,,,,,
531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Establishments,"31,494","22,324","3,292","1,467","27,083","1,254",567,"28,904","2,590",,,,,,,,,,,,,,,,,,,,,
531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Employment,"161,483","33,749","20,556","16,949","71,254","31,608","20,871","123,733","37,750",,,,,,,,,,,,,,,,,,,,,
531120,Lessors of Nonresidential Buildings (except Miniwarehouses),"Annual Payroll ($1,000)","7,214,534","1,252,194","705,067","571,466","2,528,727","1,148,003","1,106,391","4,783,121","2,431,413",,,,,,,,,,,,,,,,,,,,,
53113,Lessors of Miniwarehouses and Self-Storage Units,Firms,"8,471","7,198",862,242,"8,302",116,31,"8,449",22,,,,,,,,,,,,,,,,,,,,,
53113,Lessors of Miniwarehouses and Self-Storage Units,Establishments,"11,730","7,221",896,365,"8,482",402,298,"9,182","2,548",,,,,,,,,,,,,,,,,,,,,
53113,Lessors of Miniwarehouses and Self-Storage Units,Employment,"33,727","12,169","5,200","2,870","20,239","3,000","1,546","24,785","8,942",,,,,,,,,,,,,,,,,,,,,
53113,Lessors of Miniwarehouses and Self-Storage Units,"Annual Payroll ($1,000)","770,724","249,734","100,199","70,786","420,719","81,356","42,036","544,111","226,613",,,,,,,,,,,,,,,,,,,,,
531130,Lessors of Miniwarehouses and Self-Storage Units,Firms,"8,471","7,198",862,242,"8,302",116,31,"8,449",22,,,,,,,,,,,,,,,,,,,,,
531130,Lessors of Miniwarehouses and Self-Storage Units,Establishments,"11,730","7,221",896,365,"8,482",402,298,"9,182","2,548",,,,,,,,,,,,,,,,,,,,,
531130,Lessors of Miniwarehouses and Self-Storage Units,Employment,"33,727","12,169","5,200","2,870","20,239","3,000","1,546","24,785","8,942",,,,,,,,,,,,,,,,,,,,,
531130,Lessors of Miniwarehouses and Self-Storage Units,"Annual Payroll ($1,000)","770,724","249,734","100,199","70,786","420,719","81,356","42,036","544,111","226,613",,,,,,,,,,,,,,,,,,,,,
53119,Lessors of Other Real Estate Property,Firms,"9,580","7,790","1,202",338,"9,330",173,45,"9,548",32,,,,,,,,,,,,,,,,,,,,,
53119,Lessors of Other Real Estate Property,Establishments,"10,472","7,808","1,253",412,"9,473",295,301,"10,069",403,,,,,,,,,,,,,,,,,,,,,
53119,Lessors of Other Real Estate Property,Employment,"35,438","12,526","7,429","4,105","24,060","4,341","2,878","31,279","4,159",,,,,,,,,,,,,,,,,,,,,
53119,Lessors of Other Real Estate Property,"Annual Payroll ($1,000)","1,028,794","389,192","193,533","110,414","693,139","116,938","117,075","927,152","101,642",,,,,,,,,,,,,,,,,,,,,
531190,Lessors of Other Real Estate Property,Firms,"9,580","7,790","1,202",338,"9,330",173,45,"9,548",32,,,,,,,,,,,,,,,,,,,,,
531190,Lessors of Other Real Estate Property,Establishments,"10,472","7,808","1,253",412,"9,473",295,301,"10,069",403,,,,,,,,,,,,,,,,,,,,,
531190,Lessors of Other Real Estate Property,Employment,"35,438","12,526","7,429","4,105","24,060","4,341","2,878","31,279","4,159",,,,,,,,,,,,,,,,,,,,,
531190,Lessors of Other Real Estate Property,"Annual Payroll ($1,000)","1,028,794","389,192","193,533","110,414","693,139","116,938","117,075","927,152","101,642",,,,,,,,,,,,,,,,,,,,,
5312,Offices of Real Estate Agents and Brokers,Firms,"99,174","86,794","7,535","2,740","97,069","1,626",317,"99,012",162,,,,,,,,,,,,,,,,,,,,,
5312,Offices of Real Estate Agents and Brokers,Establishments,"107,155","86,881","7,790","3,259","97,930","3,310","1,777","103,017","4,138",,,,,,,,,,,,,,,,,,,,,
5312,Offices of Real Estate Agents and Brokers,Employment,"346,111","104,096","47,844","35,274","187,214","56,502","34,556","278,272","67,839",,,,,,,,,,,,,,,,,,,,,
5312,Offices of Real Estate Agents and Brokers,"Annual Payroll ($1,000)","17,599,002","4,857,973","1,795,838","1,509,667","8,163,478","2,687,205","1,786,889","12,637,572","4,961,430",,,,,,,,,,,,,,,,,,,,,
53121,Offices of Real Estate Agents and Brokers,Firms,"99,174","86,794","7,535","2,740","97,069","1,626",317,"99,012",162,,,,,,,,,,,,,,,,,,,,,
53121,Offices of Real Estate Agents and Brokers,Establishments,"107,155","86,881","7,790","3,259","97,930","3,310","1,777","103,017","4,138",,,,,,,,,,,,,,,,,,,,,
53121,Offices of Real Estate Agents and Brokers,Employment,"346,111","104,096","47,844","35,274","187,214","56,502","34,556","278,272","67,839",,,,,,,,,,,,,,,,,,,,,
53121,Offices of Real Estate Agents and Brokers,"Annual Payroll ($1,000)","17,599,002","4,857,973","1,795,838","1,509,667","8,163,478","2,687,205","1,786,889","12,637,572","4,961,430",,,,,,,,,,,,,,,,,,,,,
531210,Offices of Real Estate Agents and Brokers,Firms,"99,174","86,794","7,535","2,740","97,069","1,626",317,"99,012",162,,,,,,,,,,,,,,,,,,,,,
531210,Offices of Real Estate Agents and Brokers,Establishments,"107,155","86,881","7,790","3,259","97,930","3,310","1,777","103,017","4,138",,,,,,,,,,,,,,,,,,,,,
531210,Offices of Real Estate Agents and Brokers,Employment,"346,111","104,096","47,844","35,274","187,214","56,502","34,556","278,272","67,839",,,,,,,,,,,,,,,,,,,,,
531210,Offices of Real Estate Agents and Brokers,"Annual Payroll ($1,000)","17,599,002","4,857,973","1,795,838","1,509,667","8,163,478","2,687,205","1,786,889","12,637,572","4,961,430",,,,,,,,,,,,,,,,,,,,,
5313,Activities Related to Real Estate,Firms,"70,320","51,887","8,708","4,547","65,142","3,839",996,"69,977",343,,,,,,,,,,,,,,,,,,,,,
5313,Activities Related to Real Estate,Establishments,"78,328","51,925","8,760","4,709","65,394","4,685","2,798","72,877","5,451",,,,,,,,,,,,,,,,,,,,,
5313,Activities Related to Real Estate,Employment,"604,301","72,477","56,452","59,910","188,839","144,695","148,874","482,408","121,893",,,,,,,,,,,,,,,,,,,,,
5313,Activities Related to Real Estate,"Annual Payroll ($1,000)","25,046,065","3,120,886","2,212,289","2,480,219","7,813,394","5,751,960","5,406,791","18,972,145","6,073,920",,,,,,,,,,,,,,,,,,,,,
53131,Real Estate Property Managers,Firms,"38,120","24,500","5,801","3,413","33,714","3,244",905,"37,863",257,,,,,,,,,,,,,,,,,,,,,
53131,Real Estate Property Managers,Establishments,"45,193","24,524","5,834","3,503","33,861","3,863","2,522","40,246","4,947",,,,,,,,,,,,,,,,,,,,,
53131,Real Estate Property Managers,Employment,"489,935","38,283","38,056","45,243","121,582","124,767","138,422","384,771","105,164",,,,,,,,,,,,,,,,,,,,,
53131,Real Estate Property Managers,"Annual Payroll ($1,000)","18,710,256","1,480,926","1,365,961","1,670,434","4,517,321","4,615,879","4,747,025","13,880,225","4,830,031",,,,,,,,,,,,,,,,,,,,,
531311,Residential Property Managers,Firms,"26,024","16,637","3,955","2,369","22,961","2,231",673,"25,865",159,,,,,,,,,,,,,,,,,,,,,
531311,Residential Property Managers,Establishments,"31,101","16,648","3,974","2,427","23,049","2,599","1,899","27,547","3,554",,,,,,,,,,,,,,,,,,,,,
531311,Residential Property Managers,Employment,"353,197","26,360","25,959","31,548","83,867","88,062","108,460","280,389","72,808",,,,,,,,,,,,,,,,,,,,,
531311,Residential Property Managers,"Annual Payroll ($1,000)","11,655,054","936,553","813,639","1,003,093","2,753,285","2,761,549","3,261,612","8,776,446","2,878,608",,,,,,,,,,,,,,,,,,,,,
531312,Nonresidential Property Managers,Firms,"12,184","7,864","1,847","1,047","10,758","1,037",261,"12,056",128,,,,,,,,,,,,,,,,,,,,,
531312,Nonresidential Property Managers,Establishments,"14,092","7,876","1,860","1,076","10,812","1,264",623,"12,699","1,393",,,,,,,,,,,,,,,,,,,,,
531312,Nonresidential Property Managers,Employment,"136,738","11,923","12,097","13,695","37,715","36,705","29,962","104,382","32,356",,,,,,,,,,,,,,,,,,,,,
531312,Nonresidential Property Managers,"Annual Payroll ($1,000)","7,055,202","544,373","552,322","667,341","1,764,036","1,854,330","1,485,413","5,103,779","1,951,423",,,,,,,,,,,,,,,,,,,,,
53132,Offices of Real Estate Appraisers,Firms,"16,170","13,967","1,552",456,"15,975",152,26,"16,153",17,,,,,,,,,,,,,,,,,,,,,
53132,Offices of Real Estate Appraisers,Establishments,"16,380","13,975","1,565",489,"16,029",237,63,"16,329",51,,,,,,,,,,,,,,,,,,,,,
53132,Offices of Real Estate Appraisers,Employment,"44,199","20,215","9,757","5,862","35,834","4,567","2,107","42,508","1,691",,,,,,,,,,,,,,,,,,,,,
53132,Offices of Real Estate Appraisers,"Annual Payroll ($1,000)","1,823,984","716,422","422,511","302,624","1,441,557","231,358","81,779","1,754,694","69,290",,,,,,,,,,,,,,,,,,,,,
531320,Offices of Real Estate Appraisers,Firms,"16,170","13,967","1,552",456,"15,975",152,26,"16,153",17,,,,,,,,,,,,,,,,,,,,,
531320,Offices of Real Estate Appraisers,Establishments,"16,380","13,975","1,565",489,"16,029",237,63,"16,329",51,,,,,,,,,,,,,,,,,,,,,
531320,Offices of Real Estate Appraisers,Employment,"44,199","20,215","9,757","5,862","35,834","4,567","2,107","42,508","1,691",,,,,,,,,,,,,,,,,,,,,
531320,Offices of Real Estate Appraisers,"Annual Payroll ($1,000)","1,823,984","716,422","422,511","302,624","1,441,557","231,358","81,779","1,754,694","69,290",,,,,,,,,,,,,,,,,,,,,
53139,Other Activities Related to Real Estate,Firms,"16,111","13,425","1,355",685,"15,465",461,90,"16,016",95,,,,,,,,,,,,,,,,,,,,,
53139,Other Activities Related to Real Estate,Establishments,"16,755","13,426","1,361",717,"15,504",585,213,"16,302",453,,,,,,,,,,,,,,,,,,,,,
53139,Other Activities Related to Real Estate,Employment,"70,167","13,979","8,639","8,805","31,423","15,361","8,345","55,129","15,038",,,,,,,,,,,,,,,,,,,,,
53139,Other Activities Related to Real Estate,"Annual Payroll ($1,000)","4,511,825","923,538","423,817","507,161","1,854,516","904,723","577,987","3,337,226","1,174,599",,,,,,,,,,,,,,,,,,,,,
531390,Other Activities Related to Real Estate,Firms,"16,111","13,425","1,355",685,"15,465",461,90,"16,016",95,,,,,,,,,,,,,,,,,,,,,
531390,Other Activities Related to Real Estate,Establishments,"16,755","13,426","1,361",717,"15,504",585,213,"16,302",453,,,,,,,,,,,,,,,,,,,,,
531390,Other Activities Related to Real Estate,Employment,"70,167","13,979","8,639","8,805","31,423","15,361","8,345","55,129","15,038",,,,,,,,,,,,,,,,,,,,,
531390,Other Activities Related to Real Estate,"Annual Payroll ($1,000)","4,511,825","923,538","423,817","507,161","1,854,516","904,723","577,987","3,337,226","1,174,599",,,,,,,,,,,,,,,,,,,,,
532,Rental and Leasing Services,Firms,"30,221","17,559","5,768","3,452","26,779","2,556",543,"29,878",343,,,,,,,,,,,,,,,,,,,,,
532,Rental and Leasing Services,Establishments,"65,860","17,637","5,957","3,974","27,568","4,711","3,243","35,522","30,338",,,,,,,,,,,,,,,,,,,,,
532,Rental and Leasing Services,Employment,"634,901","29,219","37,648","45,516","112,383","86,275","56,504","255,162","379,739",,,,,,,,,,,,,,,,,,,,,
532,Rental and Leasing Services,"Annual Payroll ($1,000)","19,870,212","907,873","931,928","1,356,346","3,196,147","2,916,680","1,965,366","8,078,193","11,792,019",,,,,,,,,,,,,,,,,,,,,
5321,Automotive Equipment Rental and Leasing,Firms,"4,699","3,039",672,374,"4,085",386,148,"4,619",80,,,,,,,,,,,,,,,,,,,,,
5321,Automotive Equipment Rental and Leasing,Establishments,"13,100","3,049",698,458,"4,205",604,537,"5,346","7,754",,,,,,,,,,,,,,,,,,,,,
5321,Automotive Equipment Rental and Leasing,Employment,"181,651","4,832","4,273","4,865","13,970","12,266","12,783","39,019","142,632",,,,,,,,,,,,,,,,,,,,,
5321,Automotive Equipment Rental and Leasing,"Annual Payroll ($1,000)","6,074,592","160,653","125,543","160,357","446,553","414,679","423,105","1,284,337","4,790,255",,,,,,,,,,,,,,,,,,,,,
53211,Passenger Car Rental and Leasing,Firms,"2,724","1,770",391,221,"2,382",232,76,"2,690",34,,,,,,,,,,,,,,,,,,,,,
53211,Passenger Car Rental and Leasing,Establishments,"6,994","1,779",410,289,"2,478",399,253,"3,130","3,864",,,,,,,,,,,,,,,,,,,,,
53211,Passenger Car Rental and Leasing,Employment,"127,348","2,897","2,455","2,895","8,247","7,854","7,726","23,827","103,521",,,,,,,,,,,,,,,,,,,,,
53211,Passenger Car Rental and Leasing,"Annual Payroll ($1,000)","3,978,501","84,904","61,412","79,513","225,829","215,070","212,737","653,636","3,324,865",,,,,,,,,,,,,,,,,,,,,
532111,Passenger Car Rental,Firms,"2,126","1,376",312,175,"1,863",188,54,"2,105",21,,,,,,,,,,,,,,,,,,,,,
532111,Passenger Car Rental,Establishments,"6,318","1,384",331,236,"1,951",342,231,"2,524","3,794",,,,,,,,,,,,,,,,,,,,,
532111,Passenger Car Rental,Employment,"118,724","2,243","1,958","2,292","6,493","6,675","6,624","19,792","98,932",,,,,,,,,,,,,,,,,,,,,
532111,Passenger Car Rental,"Annual Payroll ($1,000)","3,555,419","55,231","40,952","53,907","150,090","164,121","155,717","469,928","3,085,491",,,,,,,,,,,,,,,,,,,,,
532112,Passenger Car Leasing,Firms,603,395,79,46,520,46,22,588,15,,,,,,,,,,,,,,,,,,,,,
532112,Passenger Car Leasing,Establishments,676,395,79,53,527,57,22,606,70,,,,,,,,,,,,,,,,,,,,,
532112,Passenger Car Leasing,Employment,"8,624",654,497,603,"1,754","1,179","1,102","4,035","4,589",,,,,,,,,,,,,,,,,,,,,
532112,Passenger Car Leasing,"Annual Payroll ($1,000)","423,082","29,673","20,460","25,606","75,739","50,949","57,020","183,708","239,374",,,,,,,,,,,,,,,,,,,,,
53212,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",Firms,"1,990","1,269",281,154,"1,704",155,75,"1,934",56,,,,,,,,,,,,,,,,,,,,,
53212,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",Establishments,"6,106","1,270",288,169,"1,727",205,284,"2,216","3,890",,,,,,,,,,,,,,,,,,,,,
53212,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",Employment,"54,303","1,935","1,818","1,970","5,723","4,412","5,057","15,192","39,111",,,,,,,,,,,,,,,,,,,,,
53212,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing","Annual Payroll ($1,000)","2,096,091","75,749","64,131","80,844","220,724","199,609","210,368","630,701","1,465,390",,,,,,,,,,,,,,,,,,,,,
532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",Firms,"1,990","1,269",281,154,"1,704",155,75,"1,934",56,,,,,,,,,,,,,,,,,,,,,
532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",Establishments,"6,106","1,270",288,169,"1,727",205,284,"2,216","3,890",,,,,,,,,,,,,,,,,,,,,
532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",Employment,"54,303","1,935","1,818","1,970","5,723","4,412","5,057","15,192","39,111",,,,,,,,,,,,,,,,,,,,,
532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing","Annual Payroll ($1,000)","2,096,091","75,749","64,131","80,844","220,724","199,609","210,368","630,701","1,465,390",,,,,,,,,,,,,,,,,,,,,
5322,Consumer Goods Rental,Firms,"13,608","7,743","2,961","1,568","12,272","1,099",163,"13,534",74,,,,,,,,,,,,,,,,,,,,,
5322,Consumer Goods Rental,Establishments,"33,553","7,788","3,053","1,845","12,686","2,302","1,616","16,604","16,949",,,,,,,,,,,,,,,,,,,,,
5322,Consumer Goods Rental,Employment,"264,327","13,263","19,287","20,573","53,123","36,407","20,929","110,459","153,868",,,,,,,,,,,,,,,,,,,,,
5322,Consumer Goods Rental,"Annual Payroll ($1,000)","5,273,091","281,213","309,940","380,520","971,673","798,011","443,353","2,213,037","3,060,054",,,,,,,,,,,,,,,,,,,,,
53221,Consumer Electronics and Appliances Rental,Firms,841,437,181,103,721,92,21,834,7,,,,,,,,,,,,,,,,,,,,,
53221,Consumer Electronics and Appliances Rental,Establishments,"4,194",443,185,130,758,266,160,"1,184","3,010",,,,,,,,,,,,,,,,,,,,,
53221,Consumer Electronics and Appliances Rental,Employment,"23,921",764,"1,179","1,314","3,257","2,982",[g],[i],[j],,,,,,,,,,,,,,,,,,,,,
53221,Consumer Electronics and Appliances Rental,"Annual Payroll ($1,000)","757,042","24,729","30,672","34,024","89,425","87,458",(D),(D),(D),,,,,,,,,,,,,,,,,,,,,
532210,Consumer Electronics and Appliances Rental,Firms,841,437,181,103,721,92,21,834,7,,,,,,,,,,,,,,,,,,,,,
532210,Consumer Electronics and Appliances Rental,Establishments,"4,194",443,185,130,758,266,160,"1,184","3,010",,,,,,,,,,,,,,,,,,,,,
