NAICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CODE,NAICS DESCRIPTION,DATA TYPE,TOTAL,0-4,5-9,10-19,<20,20-99,100-499,<500,500+,,,,,,,,,,,,,,,,,,,,,
2379,Other Heavy and Civil Engineering Construction,Firms,"5,276","2,953",854,642,"4,449",640,120,"5,209",67,,,,,,,,,,,,,,,,,,,,,
2379,Other Heavy and Civil Engineering Construction,Establishments,"5,494","2,954",854,645,"4,453",649,176,"5,278",216,,,,,,,,,,,,,,,,,,,,,
2379,Other Heavy and Civil Engineering Construction,Employment,"82,341","4,296","5,643","8,556","18,495","24,995","16,982","60,472","21,869",,,,,,,,,,,,,,,,,,,,,
2379,Other Heavy and Civil Engineering Construction,"Annual Payroll ($1,000)","4,285,861","228,994","207,964","345,576","782,534","1,208,232","939,459","2,930,225","1,355,636",,,,,,,,,,,,,,,,,,,,,
23799,Other Heavy and Civil Engineering Construction,Firms,"5,276","2,953",854,642,"4,449",640,120,"5,209",67,,,,,,,,,,,,,,,,,,,,,
23799,Other Heavy and Civil Engineering Construction,Establishments,"5,494","2,954",854,645,"4,453",649,176,"5,278",216,,,,,,,,,,,,,,,,,,,,,
23799,Other Heavy and Civil Engineering Construction,Employment,"82,341","4,296","5,643","8,556","18,495","24,995","16,982","60,472","21,869",,,,,,,,,,,,,,,,,,,,,
23799,Other Heavy and Civil Engineering Construction,"Annual Payroll ($1,000)","4,285,861","228,994","207,964","345,576","782,534","1,208,232","939,459","2,930,225","1,355,636",,,,,,,,,,,,,,,,,,,,,
237990,Other Heavy and Civil Engineering Construction,Firms,"5,276","2,953",854,642,"4,449",640,120,"5,209",67,,,,,,,,,,,,,,,,,,,,,
237990,Other Heavy and Civil Engineering Construction,Establishments,"5,494","2,954",854,645,"4,453",649,176,"5,278",216,,,,,,,,,,,,,,,,,,,,,
237990,Other Heavy and Civil Engineering Construction,Employment,"82,341","4,296","5,643","8,556","18,495","24,995","16,982","60,472","21,869",,,,,,,,,,,,,,,,,,,,,
237990,Other Heavy and Civil Engineering Construction,"Annual Payroll ($1,000)","4,285,861","228,994","207,964","345,576","782,534","1,208,232","939,459","2,930,225","1,355,636",,,,,,,,,,,,,,,,,,,,,
238,Specialty Trade Contractors,Firms,"487,999","312,338","84,311","49,471","446,120","37,126","4,187","487,433",566,,,,,,,,,,,,,,,,,,,,,
238,Specialty Trade Contractors,Establishments,"493,278","312,348","84,332","49,533","446,213","37,674","5,201","489,088","4,190",,,,,,,,,,,,,,,,,,,,,
238,Specialty Trade Contractors,Employment,"4,260,042","482,548","553,155","660,939","1,696,642","1,396,942","717,539","3,811,123","448,919",,,,,,,,,,,,,,,,,,,,,
238,Specialty Trade Contractors,"Annual Payroll ($1,000)","169,186,641","17,563,849","17,377,846","23,670,846","58,612,541","57,609,327","31,726,062","147,947,930","21,238,711",,,,,,,,,,,,,,,,,,,,,
2381,"Foundation, Structure, and Building Exterior Contractors",Firms,"115,211","71,002","21,257","12,214","104,473","9,462","1,120","115,055",156,,,,,,,,,,,,,,,,,,,,,
2381,"Foundation, Structure, and Building Exterior Contractors",Establishments,"115,719","71,002","21,258","12,223","104,483","9,559","1,308","115,350",369,,,,,,,,,,,,,,,,,,,,,
2381,"Foundation, Structure, and Building Exterior Contractors",Employment,"1,064,970","107,885","139,379","162,902","410,166","362,572","195,966","968,704","96,266",,,,,,,,,,,,,,,,,,,,,
2381,"Foundation, Structure, and Building Exterior Contractors","Annual Payroll ($1,000)","38,121,544","4,197,577","3,986,183","5,258,113","13,441,873","13,499,310","7,599,398","34,540,581","3,580,963",,,,,,,,,,,,,,,,,,,,,
23811,Poured Concrete Foundation and Structure Contractors,Firms,"26,564","15,106","5,264","3,304","23,674","2,533",311,"26,518",46,,,,,,,,,,,,,,,,,,,,,
23811,Poured Concrete Foundation and Structure Contractors,Establishments,"26,646","15,106","5,264","3,305","23,675","2,544",333,"26,552",94,,,,,,,,,,,,,,,,,,,,,
23811,Poured Concrete Foundation and Structure Contractors,Employment,"283,429","22,790","34,823","44,143","101,756","95,883","57,552","255,191","28,238",,,,,,,,,,,,,,,,,,,,,
23811,Poured Concrete Foundation and Structure Contractors,"Annual Payroll ($1,000)","10,850,035","1,084,371","1,079,238","1,454,345","3,617,954","3,669,743","2,418,646","9,706,343","1,143,692",,,,,,,,,,,,,,,,,,,,,
238110,Poured Concrete Foundation and Structure Contractors,Firms,"26,564","15,106","5,264","3,304","23,674","2,533",311,"26,518",46,,,,,,,,,,,,,,,,,,,,,
238110,Poured Concrete Foundation and Structure Contractors,Establishments,"26,646","15,106","5,264","3,305","23,675","2,544",333,"26,552",94,,,,,,,,,,,,,,,,,,,,,
238110,Poured Concrete Foundation and Structure Contractors,Employment,"283,429","22,790","34,823","44,143","101,756","95,883","57,552","255,191","28,238",,,,,,,,,,,,,,,,,,,,,
238110,Poured Concrete Foundation and Structure Contractors,"Annual Payroll ($1,000)","10,850,035","1,084,371","1,079,238","1,454,345","3,617,954","3,669,743","2,418,646","9,706,343","1,143,692",,,,,,,,,,,,,,,,,,,,,
23812,Structural Steel and Precast Concrete Contractors,Firms,"3,492","1,402",634,628,"2,664",704,105,"3,473",19,,,,,,,,,,,,,,,,,,,,,
23812,Structural Steel and Precast Concrete Contractors,Establishments,"3,524","1,402",634,628,"2,664",705,122,"3,491",33,,,,,,,,,,,,,,,,,,,,,
23812,Structural Steel and Precast Concrete Contractors,Employment,"65,250","2,105","4,252","8,606","14,963","28,333","16,373","59,669","5,581",,,,,,,,,,,,,,,,,,,,,
23812,Structural Steel and Precast Concrete Contractors,"Annual Payroll ($1,000)","2,814,964","124,646","150,726","338,889","614,261","1,204,715","734,129","2,553,105","261,859",,,,,,,,,,,,,,,,,,,,,
238120,Structural Steel and Precast Concrete Contractors,Firms,"3,492","1,402",634,628,"2,664",704,105,"3,473",19,,,,,,,,,,,,,,,,,,,,,
238120,Structural Steel and Precast Concrete Contractors,Establishments,"3,524","1,402",634,628,"2,664",705,122,"3,491",33,,,,,,,,,,,,,,,,,,,,,
238120,Structural Steel and Precast Concrete Contractors,Employment,"65,250","2,105","4,252","8,606","14,963","28,333","16,373","59,669","5,581",,,,,,,,,,,,,,,,,,,,,
238120,Structural Steel and Precast Concrete Contractors,"Annual Payroll ($1,000)","2,814,964","124,646","150,726","338,889","614,261","1,204,715","734,129","2,553,105","261,859",,,,,,,,,,,,,,,,,,,,,
23813,Framing Contractors,Firms,"18,719","12,249","3,762","1,564","17,575",921,187,"18,683",36,,,,,,,,,,,,,,,,,,,,,
23813,Framing Contractors,Establishments,"18,732","12,249","3,762","1,564","17,575",921,191,"18,687",45,,,,,,,,,,,,,,,,,,,,,
23813,Framing Contractors,Employment,"168,549","19,860","24,157","20,614","64,631","35,903","38,047","138,581","29,968",,,,,,,,,,,,,,,,,,,,,
23813,Framing Contractors,"Annual Payroll ($1,000)","5,305,355","655,602","596,973","577,051","1,829,626","1,130,969","1,275,395","4,235,990","1,069,365",,,,,,,,,,,,,,,,,,,,,
238130,Framing Contractors,Firms,"18,719","12,249","3,762","1,564","17,575",921,187,"18,683",36,,,,,,,,,,,,,,,,,,,,,
238130,Framing Contractors,Establishments,"18,732","12,249","3,762","1,564","17,575",921,191,"18,687",45,,,,,,,,,,,,,,,,,,,,,
238130,Framing Contractors,Employment,"168,549","19,860","24,157","20,614","64,631","35,903","38,047","138,581","29,968",,,,,,,,,,,,,,,,,,,,,
238130,Framing Contractors,"Annual Payroll ($1,000)","5,305,355","655,602","596,973","577,051","1,829,626","1,130,969","1,275,395","4,235,990","1,069,365",,,,,,,,,,,,,,,,,,,,,
23814,Masonry Contractors,Firms,"26,892","17,245","4,729","2,603","24,577","2,050",238,"26,865",27,,,,,,,,,,,,,,,,,,,,,
23814,Masonry Contractors,Establishments,"26,997","17,245","4,729","2,603","24,577","2,058",277,"26,912",85,,,,,,,,,,,,,,,,,,,,,
23814,Masonry Contractors,Employment,"228,672","24,792","30,905","34,695","90,392","80,865","41,631","212,888","15,784",,,,,,,,,,,,,,,,,,,,,
23814,Masonry Contractors,"Annual Payroll ($1,000)","7,792,458","1,008,967","849,445","1,084,220","2,942,632","2,917,180","1,440,098","7,299,910","492,548",,,,,,,,,,,,,,,,,,,,,
238140,Masonry Contractors,Firms,"26,892","17,245","4,729","2,603","24,577","2,050",238,"26,865",27,,,,,,,,,,,,,,,,,,,,,
238140,Masonry Contractors,Establishments,"26,997","17,245","4,729","2,603","24,577","2,058",277,"26,912",85,,,,,,,,,,,,,,,,,,,,,
238140,Masonry Contractors,Employment,"228,672","24,792","30,905","34,695","90,392","80,865","41,631","212,888","15,784",,,,,,,,,,,,,,,,,,,,,
238140,Masonry Contractors,"Annual Payroll ($1,000)","7,792,458","1,008,967","849,445","1,084,220","2,942,632","2,917,180","1,440,098","7,299,910","492,548",,,,,,,,,,,,,,,,,,,,,
23815,Glass and Glazing Contractors,Firms,"5,267","2,733","1,210",768,"4,711",506,45,"5,262",5,,,,,,,,,,,,,,,,,,,,,
23815,Glass and Glazing Contractors,Establishments,"5,328","2,733","1,210",771,"4,714",542,61,"5,317",11,,,,,,,,,,,,,,,,,,,,,
23815,Glass and Glazing Contractors,Employment,"48,105","4,921","8,016","10,255","23,192","17,657","6,439","47,288",817,,,,,,,,,,,,,,,,,,,,,
23815,Glass and Glazing Contractors,"Annual Payroll ($1,000)","1,904,961","162,839","258,223","397,960","819,022","786,658","277,038","1,882,718","22,243",,,,,,,,,,,,,,,,,,,,,
238150,Glass and Glazing Contractors,Firms,"5,267","2,733","1,210",768,"4,711",506,45,"5,262",5,,,,,,,,,,,,,,,,,,,,,
238150,Glass and Glazing Contractors,Establishments,"5,328","2,733","1,210",771,"4,714",542,61,"5,317",11,,,,,,,,,,,,,,,,,,,,,
238150,Glass and Glazing Contractors,Employment,"48,105","4,921","8,016","10,255","23,192","17,657","6,439","47,288",817,,,,,,,,,,,,,,,,,,,,,
238150,Glass and Glazing Contractors,"Annual Payroll ($1,000)","1,904,961","162,839","258,223","397,960","819,022","786,658","277,038","1,882,718","22,243",,,,,,,,,,,,,,,,,,,,,
23816,Roofing Contractors,Firms,"19,197","11,461","3,293","2,174","16,928","2,064",186,"19,178",19,,,,,,,,,,,,,,,,,,,,,
23816,Roofing Contractors,Establishments,"19,344","11,461","3,293","2,178","16,932","2,088",257,"19,277",67,,,,,,,,,,,,,,,,,,,,,
23816,Roofing Contractors,Employment,"185,158","16,881","21,851","29,070","67,802","79,168","28,726","175,696","9,462",,,,,,,,,,,,,,,,,,,,,
23816,Roofing Contractors,"Annual Payroll ($1,000)","6,487,782","647,397","621,822","915,086","2,184,305","2,862,600","1,082,665","6,129,570","358,212",,,,,,,,,,,,,,,,,,,,,
238160,Roofing Contractors,Firms,"19,197","11,461","3,293","2,174","16,928","2,064",186,"19,178",19,,,,,,,,,,,,,,,,,,,,,
238160,Roofing Contractors,Establishments,"19,344","11,461","3,293","2,178","16,932","2,088",257,"19,277",67,,,,,,,,,,,,,,,,,,,,,
238160,Roofing Contractors,Employment,"185,158","16,881","21,851","29,070","67,802","79,168","28,726","175,696","9,462",,,,,,,,,,,,,,,,,,,,,
238160,Roofing Contractors,"Annual Payroll ($1,000)","6,487,782","647,397","621,822","915,086","2,184,305","2,862,600","1,082,665","6,129,570","358,212",,,,,,,,,,,,,,,,,,,,,
23817,Siding Contractors,Firms,"10,403","7,736","1,566",697,"9,999",375,25,"10,399",4,,,,,,,,,,,,,,,,,,,,,
23817,Siding Contractors,Establishments,"10,425","7,736","1,566",698,"10,000",379,35,"10,414",11,,,,,,,,,,,,,,,,,,,,,
23817,Siding Contractors,Employment,"49,293","12,056","10,139","9,182","31,377","12,953","3,401","47,731","1,562",,,,,,,,,,,,,,,,,,,,,
23817,Siding Contractors,"Annual Payroll ($1,000)","1,596,421","351,305","269,836","267,771","888,912","463,419","193,317","1,545,648","50,773",,,,,,,,,,,,,,,,,,,,,
238170,Siding Contractors,Firms,"10,403","7,736","1,566",697,"9,999",375,25,"10,399",4,,,,,,,,,,,,,,,,,,,,,
238170,Siding Contractors,Establishments,"10,425","7,736","1,566",698,"10,000",379,35,"10,414",11,,,,,,,,,,,,,,,,,,,,,
238170,Siding Contractors,Employment,"49,293","12,056","10,139","9,182","31,377","12,953","3,401","47,731","1,562",,,,,,,,,,,,,,,,,,,,,
238170,Siding Contractors,"Annual Payroll ($1,000)","1,596,421","351,305","269,836","267,771","888,912","463,419","193,317","1,545,648","50,773",,,,,,,,,,,,,,,,,,,,,
23819,"Other Foundation, Structure, and Building Exterior Contractors",Firms,"4,708","3,070",800,476,"4,346",315,31,"4,692",16,,,,,,,,,,,,,,,,,,,,,
23819,"Other Foundation, Structure, and Building Exterior Contractors",Establishments,"4,723","3,070",800,476,"4,346",322,32,"4,700",23,,,,,,,,,,,,,,,,,,,,,
23819,"Other Foundation, Structure, and Building Exterior Contractors",Employment,"36,514","4,480","5,236","6,337","16,053","11,810","3,797","31,660","4,854",,,,,,,,,,,,,,,,,,,,,
23819,"Other Foundation, Structure, and Building Exterior Contractors","Annual Payroll ($1,000)","1,369,568","162,450","159,920","222,791","545,161","464,026","178,110","1,187,297","182,271",,,,,,,,,,,,,,,,,,,,,
238190,"Other Foundation, Structure, and Building Exterior Contractors",Firms,"4,708","3,070",800,476,"4,346",315,31,"4,692",16,,,,,,,,,,,,,,,,,,,,,
238190,"Other Foundation, Structure, and Building Exterior Contractors",Establishments,"4,723","3,070",800,476,"4,346",322,32,"4,700",23,,,,,,,,,,,,,,,,,,,,,
238190,"Other Foundation, Structure, and Building Exterior Contractors",Employment,"36,514","4,480","5,236","6,337","16,053","11,810","3,797","31,660","4,854",,,,,,,,,,,,,,,,,,,,,
238190,"Other Foundation, Structure, and Building Exterior Contractors","Annual Payroll ($1,000)","1,369,568","162,450","159,920","222,791","545,161","464,026","178,110","1,187,297","182,271",,,,,,,,,,,,,,,,,,,,,
2382,Building Equipment Contractors,Firms,"174,160","102,099","33,432","20,754","156,285","15,775","1,820","173,880",280,,,,,,,,,,,,,,,,,,,,,
2382,Building Equipment Contractors,Establishments,"177,316","102,101","33,442","20,778","156,321","16,059","2,348","174,728","2,588",,,,,,,,,,,,,,,,,,,,,
2382,Building Equipment Contractors,Employment,"1,805,889","173,963","220,165","277,876","672,004","591,488","309,780","1,573,272","232,617",,,,,,,,,,,,,,,,,,,,,
2382,Building Equipment Contractors,"Annual Payroll ($1,000)","78,954,775","6,199,036","7,454,487","10,752,722","24,406,245","26,488,162","15,237,507","66,131,914","12,822,861",,,,,,,,,,,,,,,,,,,,,
23821,Electrical Contractors,Firms,"74,390","44,261","14,256","8,457","66,974","6,431",842,"74,247",143,,,,,,,,,,,,,,,,,,,,,
23821,Electrical Contractors,Establishments,"75,325","44,262","14,260","8,469","66,991","6,513","1,114","74,618",707,,,,,,,,,,,,,,,,,,,,,
23821,Electrical Contractors,Employment,"759,687","74,453","93,799","112,877","281,129","243,258","147,000","671,387","88,300",,,,,,,,,,,,,,,,,,,,,
23821,Electrical Contractors,"Annual Payroll ($1,000)","33,125,569","2,736,822","3,187,942","4,341,795","10,266,559","10,881,513","7,202,680","28,350,752","4,774,817",,,,,,,,,,,,,,,,,,,,,
238210,Electrical Contractors,Firms,"74,390","44,261","14,256","8,457","66,974","6,431",842,"74,247",143,,,,,,,,,,,,,,,,,,,,,
238210,Electrical Contractors,Establishments,"75,325","44,262","14,260","8,469","66,991","6,513","1,114","74,618",707,,,,,,,,,,,,,,,,,,,,,
238210,Electrical Contractors,Employment,"759,687","74,453","93,799","112,877","281,129","243,258","147,000","671,387","88,300",,,,,,,,,,,,,,,,,,,,,
238210,Electrical Contractors,"Annual Payroll ($1,000)","33,125,569","2,736,822","3,187,942","4,341,795","10,266,559","10,881,513","7,202,680","28,350,752","4,774,817",,,,,,,,,,,,,,,,,,,,,
23822,"Plumbing, Heating, and Air-Conditioning Contractors",Firms,"94,268","55,022","18,182","11,511","84,715","8,556",864,"94,135",133,,,,,,,,,,,,,,,,,,,,,
23822,"Plumbing, Heating, and Air-Conditioning Contractors",Establishments,"95,478","55,023","18,184","11,519","84,726","8,697","1,034","94,457","1,021",,,,,,,,,,,,,,,,,,,,,
23822,"Plumbing, Heating, and Air-Conditioning Contractors",Employment,"936,445","94,900","119,698","154,238","368,836","319,308","143,184","831,328","105,117",,,,,,,,,,,,,,,,,,,,,
23822,"Plumbing, Heating, and Air-Conditioning Contractors","Annual Payroll ($1,000)","40,072,793","3,260,338","4,014,029","5,944,697","13,219,064","14,209,136","7,071,704","34,499,904","5,572,889",,,,,,,,,,,,,,,,,,,,,
238220,"Plumbing, Heating, and Air-Conditioning Contractors",Firms,"94,268","55,022","18,182","11,511","84,715","8,556",864,"94,135",133,,,,,,,,,,,,,,,,,,,,,
238220,"Plumbing, Heating, and Air-Conditioning Contractors",Establishments,"95,478","55,023","18,184","11,519","84,726","8,697","1,034","94,457","1,021",,,,,,,,,,,,,,,,,,,,,
238220,"Plumbing, Heating, and Air-Conditioning Contractors",Employment,"936,445","94,900","119,698","154,238","368,836","319,308","143,184","831,328","105,117",,,,,,,,,,,,,,,,,,,,,
238220,"Plumbing, Heating, and Air-Conditioning Contractors","Annual Payroll ($1,000)","40,072,793","3,260,338","4,014,029","5,944,697","13,219,064","14,209,136","7,071,704","34,499,904","5,572,889",,,,,,,,,,,,,,,,,,,,,
23829,Other Building Equipment Contractors,Firms,"5,567","2,816",995,786,"4,597",799,129,"5,525",42,,,,,,,,,,,,,,,,,,,,,
23829,Other Building Equipment Contractors,Establishments,"6,513","2,816",998,790,"4,604",849,200,"5,653",860,,,,,,,,,,,,,,,,,,,,,
23829,Other Building Equipment Contractors,Employment,"109,757","4,610","6,668","10,761","22,039","28,922","19,596","70,557","39,200",,,,,,,,,,,,,,,,,,,,,
23829,Other Building Equipment Contractors,"Annual Payroll ($1,000)","5,756,413","201,876","252,516","466,230","920,622","1,397,513","963,123","3,281,258","2,475,155",,,,,,,,,,,,,,,,,,,,,
238290,Other Building Equipment Contractors,Firms,"5,567","2,816",995,786,"4,597",799,129,"5,525",42,,,,,,,,,,,,,,,,,,,,,
238290,Other Building Equipment Contractors,Establishments,"6,513","2,816",998,790,"4,604",849,200,"5,653",860,,,,,,,,,,,,,,,,,,,,,
238290,Other Building Equipment Contractors,Employment,"109,757","4,610","6,668","10,761","22,039","28,922","19,596","70,557","39,200",,,,,,,,,,,,,,,,,,,,,
238290,Other Building Equipment Contractors,"Annual Payroll ($1,000)","5,756,413","201,876","252,516","466,230","920,622","1,397,513","963,123","3,281,258","2,475,155",,,,,,,,,,,,,,,,,,,,,
2383,Building Finishing Contractors,Firms,"128,094","91,034","18,717","10,115","119,866","7,265",843,"127,974",120,,,,,,,,,,,,,,,,,,,,,
2383,Building Finishing Contractors,Establishments,"129,107","91,034","18,723","10,129","119,886","7,356",956,"128,198",909,,,,,,,,,,,,,,,,,,,,,
2383,Building Finishing Contractors,Employment,"894,240","134,678","122,105","134,807","391,590","271,316","142,282","805,188","89,052",,,,,,,,,,,,,,,,,,,,,
2383,Building Finishing Contractors,"Annual Payroll ($1,000)","31,247,367","4,251,551","3,502,682","4,394,015","12,148,248","10,093,953","5,659,816","27,902,017","3,345,350",,,,,,,,,,,,,,,,,,,,,
23831,Drywall and Insulation Contractors,Firms,"20,777","12,202","3,347","2,354","17,903","2,381",441,"20,725",52,,,,,,,,,,,,,,,,,,,,,
23831,Drywall and Insulation Contractors,Establishments,"21,368","12,202","3,349","2,356","17,907","2,396",487,"20,790",578,,,,,,,,,,,,,,,,,,,,,
23831,Drywall and Insulation Contractors,Employment,"304,185","18,671","22,058","32,090","72,819","94,843","79,153","246,815","57,370",,,,,,,,,,,,,,,,,,,,,
23831,Drywall and Insulation Contractors,"Annual Payroll ($1,000)","11,039,677","664,563","627,273","1,038,338","2,330,174","3,495,716","3,177,475","9,003,365","2,036,312",,,,,,,,,,,,,,,,,,,,,
238310,Drywall and Insulation Contractors,Firms,"20,777","12,202","3,347","2,354","17,903","2,381",441,"20,725",52,,,,,,,,,,,,,,,,,,,,,
238310,Drywall and Insulation Contractors,Establishments,"21,368","12,202","3,349","2,356","17,907","2,396",487,"20,790",578,,,,,,,,,,,,,,,,,,,,,
238310,Drywall and Insulation Contractors,Employment,"304,185","18,671","22,058","32,090","72,819","94,843","79,153","246,815","57,370",,,,,,,,,,,,,,,,,,,,,
238310,Drywall and Insulation Contractors,"Annual Payroll ($1,000)","11,039,677","664,563","627,273","1,038,338","2,330,174","3,495,716","3,177,475","9,003,365","2,036,312",,,,,,,,,,,,,,,,,,,,,
23832,Painting and Wall Covering Contractors,Firms,"41,112","30,043","6,094","2,990","39,127","1,824",144,"41,095",17,,,,,,,,,,,,,,,,,,,,,
23832,Painting and Wall Covering Contractors,Establishments,"41,172","30,043","6,096","2,995","39,134","1,833",158,"41,125",47,,,,,,,,,,,,,,,,,,,,,
23832,Painting and Wall Covering Contractors,Employment,"224,563","44,152","39,655","39,647","123,454","66,208","23,704","213,366","11,197",,,,,,,,,,,,,,,,,,,,,
23832,Painting and Wall Covering Contractors,"Annual Payroll ($1,000)","7,144,190","1,342,701","1,058,750","1,198,688","3,600,139","2,344,753","858,528","6,803,420","340,770",,,,,,,,,,,,,,,,,,,,,
238320,Painting and Wall Covering Contractors,Firms,"41,112","30,043","6,094","2,990","39,127","1,824",144,"41,095",17,,,,,,,,,,,,,,,,,,,,,
238320,Painting and Wall Covering Contractors,Establishments,"41,172","30,043","6,096","2,995","39,134","1,833",158,"41,125",47,,,,,,,,,,,,,,,,,,,,,
238320,Painting and Wall Covering Contractors,Employment,"224,563","44,152","39,655","39,647","123,454","66,208","23,704","213,366","11,197",,,,,,,,,,,,,,,,,,,,,
238320,Painting and Wall Covering Contractors,"Annual Payroll ($1,000)","7,144,190","1,342,701","1,058,750","1,198,688","3,600,139","2,344,753","858,528","6,803,420","340,770",,,,,,,,,,,,,,,,,,,,,
23833,Flooring Contractors,Firms,"16,243","12,347","2,124","1,065","15,536",644,50,"16,230",13,,,,,,,,,,,,,,,,,,,,,
23833,Flooring Contractors,Establishments,"16,354","12,347","2,126","1,066","15,539",662,62,"16,263",91,,,,,,,,,,,,,,,,,,,,,
23833,Flooring Contractors,Employment,"84,811","18,499","13,882","14,028","46,409","23,108","7,456","76,973","7,838",,,,,,,,,,,,,,,,,,,,,
23833,Flooring Contractors,"Annual Payroll ($1,000)","3,136,317","528,021","410,800","503,562","1,442,383","950,873","329,678","2,722,934","413,383",,,,,,,,,,,,,,,,,,,,,
238330,Flooring Contractors,Firms,"16,243","12,347","2,124","1,065","15,536",644,50,"16,230",13,,,,,,,,,,,,,,,,,,,,,
238330,Flooring Contractors,Establishments,"16,354","12,347","2,126","1,066","15,539",662,62,"16,263",91,,,,,,,,,,,,,,,,,,,,,
238330,Flooring Contractors,Employment,"84,811","18,499","13,882","14,028","46,409","23,108","7,456","76,973","7,838",,,,,,,,,,,,,,,,,,,,,
238330,Flooring Contractors,"Annual Payroll ($1,000)","3,136,317","528,021","410,800","503,562","1,442,383","950,873","329,678","2,722,934","413,383",,,,,,,,,,,,,,,,,,,,,
23834,Tile and Terrazzo Contractors,Firms,"10,965","7,947","1,505",826,"10,278",632,51,"10,961",4,,,,,,,,,,,,,,,,,,,,,
23834,Tile and Terrazzo Contractors,Establishments,"10,971","7,947","1,505",826,"10,278",632,54,"10,964",7,,,,,,,,,,,,,,,,,,,,,
23834,Tile and Terrazzo Contractors,Employment,"65,502","11,352","9,828","10,956","32,136","24,013","8,216","64,365","1,137",,,,,,,,,,,,,,,,,,,,,
23834,Tile and Terrazzo Contractors,"Annual Payroll ($1,000)","2,275,000","356,766","293,324","358,389","1,008,479","883,458","337,772","2,229,709","45,291",,,,,,,,,,,,,,,,,,,,,
238340,Tile and Terrazzo Contractors,Firms,"10,965","7,947","1,505",826,"10,278",632,51,"10,961",4,,,,,,,,,,,,,,,,,,,,,
238340,Tile and Terrazzo Contractors,Establishments,"10,971","7,947","1,505",826,"10,278",632,54,"10,964",7,,,,,,,,,,,,,,,,,,,,,
238340,Tile and Terrazzo Contractors,Employment,"65,502","11,352","9,828","10,956","32,136","24,013","8,216","64,365","1,137",,,,,,,,,,,,,,,,,,,,,
238340,Tile and Terrazzo Contractors,"Annual Payroll ($1,000)","2,275,000","356,766","293,324","358,389","1,008,479","883,458","337,772","2,229,709","45,291",,,,,,,,,,,,,,,,,,,,,
23835,Finish Carpentry Contractors,Firms,"32,772","24,924","4,494","2,069","31,487","1,157",102,"32,746",26,,,,,,,,,,,,,,,,,,,,,
23835,Finish Carpentry Contractors,Establishments,"32,921","24,924","4,494","2,073","31,491","1,189",123,"32,803",118,,,,,,,,,,,,,,,,,,,,,
23835,Finish Carpentry Contractors,Employment,"156,296","36,489","29,051","27,184","92,724","40,221","15,742","148,687","7,609",,,,,,,,,,,,,,,,,,,,,
23835,Finish Carpentry Contractors,"Annual Payroll ($1,000)","5,403,430","1,139,335","868,501","919,052","2,926,888","1,551,673","624,703","5,103,264","300,166",,,,,,,,,,,,,,,,,,,,,
238350,Finish Carpentry Contractors,Firms,"32,772","24,924","4,494","2,069","31,487","1,157",102,"32,746",26,,,,,,,,,,,,,,,,,,,,,
238350,Finish Carpentry Contractors,Establishments,"32,921","24,924","4,494","2,073","31,491","1,189",123,"32,803",118,,,,,,,,,,,,,,,,,,,,,
238350,Finish Carpentry Contractors,Employment,"156,296","36,489","29,051","27,184","92,724","40,221","15,742","148,687","7,609",,,,,,,,,,,,,,,,,,,,,
238350,Finish Carpentry Contractors,"Annual Payroll ($1,000)","5,403,430","1,139,335","868,501","919,052","2,926,888","1,551,673","624,703","5,103,264","300,166",,,,,,,,,,,,,,,,,,,,,
23839,Other Building Finishing Contractors,Firms,"6,244","3,571","1,153",811,"5,535",630,60,"6,225",19,,,,,,,,,,,,,,,,,,,,,
23839,Other Building Finishing Contractors,Establishments,"6,321","3,571","1,153",813,"5,537",644,72,"6,253",68,,,,,,,,,,,,,,,,,,,,,
23839,Other Building Finishing Contractors,Employment,"58,883","5,515","7,631","10,902","24,048","22,923","8,011","54,982","3,901",,,,,,,,,,,,,,,,,,,,,
23839,Other Building Finishing Contractors,"Annual Payroll ($1,000)","2,248,753","220,165","244,034","375,986","840,185","867,480","331,660","2,039,325","209,428",,,,,,,,,,,,,,,,,,,,,
238390,Other Building Finishing Contractors,Firms,"6,244","3,571","1,153",811,"5,535",630,60,"6,225",19,,,,,,,,,,,,,,,,,,,,,
238390,Other Building Finishing Contractors,Establishments,"6,321","3,571","1,153",813,"5,537",644,72,"6,253",68,,,,,,,,,,,,,,,,,,,,,
238390,Other Building Finishing Contractors,Employment,"58,883","5,515","7,631","10,902","24,048","22,923","8,011","54,982","3,901",,,,,,,,,,,,,,,,,,,,,
238390,Other Building Finishing Contractors,"Annual Payroll ($1,000)","2,248,753","220,165","244,034","375,986","840,185","867,480","331,660","2,039,325","209,428",,,,,,,,,,,,,,,,,,,,,
2389,Other Specialty Trade Contractors,Firms,"70,681","48,205","10,905","6,393","65,503","4,647",449,"70,599",82,,,,,,,,,,,,,,,,,,,,,
2389,Other Specialty Trade Contractors,Establishments,"71,136","48,211","10,909","6,403","65,523","4,700",589,"70,812",324,,,,,,,,,,,,,,,,,,,,,
2389,Other Specialty Trade Contractors,Employment,"494,943","66,022","71,506","85,354","222,882","171,566","69,511","463,959","30,984",,,,,,,,,,,,,,,,,,,,,
2389,Other Specialty Trade Contractors,"Annual Payroll ($1,000)","20,862,955","2,915,685","2,434,494","3,265,996","8,616,175","7,527,902","3,229,341","19,373,418","1,489,537",,,,,,,,,,,,,,,,,,,,,
