NAICS,,,,,,,,,,,,
CODE,NAICS DESCRIPTION,DATA TYPE,TOTAL,0,1-4,5-9,10-19,<20,20-99,100-499,<500,500+
713920,Skiing facilities,Establishments,404,38,63,35,41,177,72,95,344,60
713920,Skiing facilities,Employment,"63,906",0,116,245,581,942,"3,580","20,281","24,803","39,103"
713920,Skiing facilities,"Annual Payroll ($1,000)","494,642","1,274","3,151","2,631","4,772","11,828","19,868","119,329","151,025","343,617"
71393,Marinas,Firms,"4,021",595,"1,878",788,478,"3,739",236,24,"3,999",22
71393,Marinas,Establishments,"4,121",595,"1,882",790,487,"3,754",263,35,"4,052",69
71393,Marinas,Employment,"24,660",0,"4,046","5,116","6,229","15,391","7,030","1,088","23,509","1,151"
71393,Marinas,"Annual Payroll ($1,000)","674,576","19,538","108,504","128,953","159,434","416,429","188,520","29,927","634,876","39,700"
713930,Marinas,Firms,"4,021",595,"1,878",788,478,"3,739",236,24,"3,999",22
713930,Marinas,Establishments,"4,121",595,"1,882",790,487,"3,754",263,35,"4,052",69
713930,Marinas,Employment,"24,660",0,"4,046","5,116","6,229","15,391","7,030","1,088","23,509","1,151"
713930,Marinas,"Annual Payroll ($1,000)","674,576","19,538","108,504","128,953","159,434","416,429","188,520","29,927","634,876","39,700"
71394,Fitness & recreational sports centers,Firms,"21,769","4,690","6,993","3,122","2,781","17,586","3,446",572,"21,604",165
71394,Fitness & recreational sports centers,Establishments,"24,068","4,699","7,000","3,137","2,811","17,647","3,697","1,043","22,387","1,681"
71394,Fitness & recreational sports centers,Employment,"399,434",0,"14,734","20,958","37,837","73,529","135,928","85,671","295,128","104,306"
71394,Fitness & recreational sports centers,"Annual Payroll ($1,000)","4,844,349","139,764","248,443","252,898","429,608","1,070,713","1,394,436","1,032,628","3,497,777","1,346,572"
713940,Fitness & recreational sports centers,Firms,"21,769","4,690","6,993","3,122","2,781","17,586","3,446",572,"21,604",165
713940,Fitness & recreational sports centers,Establishments,"24,068","4,699","7,000","3,137","2,811","17,647","3,697","1,043","22,387","1,681"
713940,Fitness & recreational sports centers,Employment,"399,434",0,"14,734","20,958","37,837","73,529","135,928","85,671","295,128","104,306"
713940,Fitness & recreational sports centers,"Annual Payroll ($1,000)","4,844,349","139,764","248,443","252,898","429,608","1,070,713","1,394,436","1,032,628","3,497,777","1,346,572"
71395,Bowling centers,Firms,"4,391",300,"1,021",764,"1,061","3,146","1,195",41,"4,382",9
71395,Bowling centers,Establishments,"5,059",300,"1,021",765,"1,067","3,153","1,289",97,"4,539",520
71395,Bowling centers,Employment,"84,562",0,"2,400","5,208","14,574","22,182","39,755","4,587","66,524","18,038"
71395,Bowling centers,"Annual Payroll ($1,000)","888,712","8,825","30,248","52,349","141,233","232,655","415,881","60,864","709,400","179,312"
713950,Bowling centers,Firms,"4,391",300,"1,021",764,"1,061","3,146","1,195",41,"4,382",9
713950,Bowling centers,Establishments,"5,059",300,"1,021",765,"1,067","3,153","1,289",97,"4,539",520
713950,Bowling centers,Employment,"84,562",0,"2,400","5,208","14,574","22,182","39,755","4,587","66,524","18,038"
713950,Bowling centers,"Annual Payroll ($1,000)","888,712","8,825","30,248","52,349","141,233","232,655","415,881","60,864","709,400","179,312"
71399,All other amusement & recreation industries,Firms,"14,067","3,163","6,141","2,177","1,428","12,909",979,122,"14,010",57
71399,All other amusement & recreation industries,Establishments,"14,618","3,166","6,147","2,193","1,446","12,952","1,108",270,"14,330",288
71399,All other amusement & recreation industries,Employment,"102,478",0,"12,587","14,373","18,924","45,884","32,834","12,876","91,594","10,884"
71399,All other amusement & recreation industries,"Annual Payroll ($1,000)","1,870,067","91,988","270,841","231,469","295,308","889,606","547,492","241,388","1,678,486","191,581"
713990,All other amusement & recreation industries,Firms,"14,067","3,163","6,141","2,177","1,428","12,909",979,122,"14,010",57
713990,All other amusement & recreation industries,Establishments,"14,618","3,166","6,147","2,193","1,446","12,952","1,108",270,"14,330",288
713990,All other amusement & recreation industries,Employment,"102,478",0,"12,587","14,373","18,924","45,884","32,834","12,876","91,594","10,884"
713990,All other amusement & recreation industries,"Annual Payroll ($1,000)","1,870,067","91,988","270,841","231,469","295,308","889,606","547,492","241,388","1,678,486","191,581"
72,Accommodation & foodservices,Firms,"416,464","56,881","129,077","78,623","68,384","332,965","73,725","8,102","414,792","1,672"
72,Accommodation & foodservices,Establishments,"548,569","57,156","129,301","79,189","69,984","335,630","85,400","33,149","454,179","94,390"
72,Accommodation & foodservices,Employment,"9,972,301",0,"298,800","527,294","935,983","1,762,077","2,795,087","1,442,031","5,999,195","3,973,106"
72,Accommodation & foodservices,"Annual Payroll ($1,000)","128,649,922","2,207,129","3,735,319","5,519,476","9,834,919","21,296,843","32,260,316","17,458,182","71,015,341","57,634,581"
721,Accommodation,Firms,"49,685","7,092","17,254","7,352","7,999","39,697","7,985","1,478","49,160",525
721,Accommodation,Establishments,"60,196","7,122","17,291","7,429","8,209","40,051","8,879","2,722","51,652","8,544"
721,Accommodation,Employment,"1,752,782",0,"35,832","49,297","109,563","194,692","294,427","244,340","733,459","1,019,323"
721,Accommodation,"Annual Payroll ($1,000)","34,096,205","330,071","626,286","681,918","1,406,116","3,044,391","4,121,235","4,185,644","11,351,270","22,744,935"
7211,Traveler accommodation,Firms,"40,232","5,283","12,616","5,891","7,182","30,972","7,437","1,356","39,765",467
7211,Traveler accommodation,Establishments,"50,206","5,302","12,650","5,950","7,353","31,255","8,135","2,503","41,893","8,313"
7211,Traveler accommodation,Employment,"1,698,323",0,"26,677","39,806","99,499","165,982","280,178","239,267","685,427","1,012,896"
7211,Traveler accommodation,"Annual Payroll ($1,000)","32,986,127","280,514","417,668","507,803","1,227,644","2,433,629","3,860,810","4,091,521","10,385,960","22,600,167"
72111,Hotels (except casino hotels) & motels,Firms,"36,185","4,516","10,753","5,279","6,758","27,306","7,167","1,303","35,776",409
72111,Hotels (except casino hotels) & motels,Establishments,"45,972","4,535","10,787","5,335","6,922","27,579","7,843","2,419","37,841","8,131"
72111,Hotels (except casino hotels) & motels,Employment,"1,377,158",0,"22,990","35,814","93,832","152,636","270,785","226,715","650,136","727,022"
72111,Hotels (except casino hotels) & motels,"Annual Payroll ($1,000)","24,806,674","264,135","357,915","458,697","1,153,514","2,234,261","3,716,942","3,838,552","9,789,755","15,016,919"
721110,Hotels (except casino hotels) & motels,Firms,"36,185","4,516","10,753","5,279","6,758","27,306","7,167","1,303","35,776",409
721110,Hotels (except casino hotels) & motels,Establishments,"45,972","4,535","10,787","5,335","6,922","27,579","7,843","2,419","37,841","8,131"
721110,Hotels (except casino hotels) & motels,Employment,"1,377,158",0,"22,990","35,814","93,832","152,636","270,785","226,715","650,136","727,022"
721110,Hotels (except casino hotels) & motels,"Annual Payroll ($1,000)","24,806,674","264,135","357,915","458,697","1,153,514","2,234,261","3,716,942","3,838,552","9,789,755","15,016,919"
72112,Casino hotels,Firms,194,10,16,15,13,54,34,41,129,65
72112,Casino hotels,Establishments,304,10,16,15,13,54,34,45,133,171
72112,Casino hotels,Employment,"296,839",0,34,101,182,317,"1,471","10,317","12,105","284,734"
72112,Casino hotels,"Annual Payroll ($1,000)","7,837,147","1,004","9,588","2,654","5,049","18,295","34,913","219,176","272,384","7,564,763"
721120,Casino hotels,Firms,194,10,16,15,13,54,34,41,129,65
721120,Casino hotels,Establishments,304,10,16,15,13,54,34,45,133,171
721120,Casino hotels,Employment,"296,839",0,34,101,182,317,"1,471","10,317","12,105","284,734"
721120,Casino hotels,"Annual Payroll ($1,000)","7,837,147","1,004","9,588","2,654","5,049","18,295","34,913","219,176","272,384","7,564,763"
72119,Other traveler accommodation,Firms,"3,893",757,"1,847",599,415,"3,618",246,22,"3,886",7
72119,Other traveler accommodation,Establishments,"3,930",757,"1,847",600,418,"3,622",258,39,"3,919",11
72119,Other traveler accommodation,Employment,"24,326",0,"3,653","3,891","5,485","13,029","7,922","2,235","23,186","1,140"
72119,Other traveler accommodation,"Annual Payroll ($1,000)","342,306","15,375","50,165","46,452","69,081","181,073","108,955","33,793","323,821","18,485"
721191,Bed & breakfast inns,Firms,"3,019",521,"1,424",492,348,"2,785",214,15,"3,014",5
721191,Bed & breakfast inns,Establishments,"3,042",521,"1,424",493,350,"2,788",218,28,"3,034",8
721191,Bed & breakfast inns,Employment,"19,665",0,"2,830","3,212","4,628","10,670","6,689",[g],[j],[f]
721191,Bed & breakfast inns,"Annual Payroll ($1,000)","265,061","10,223","35,901","37,548","56,808","140,480","89,305",(D),(D),(D)
721199,All other traveler accommodation,Firms,874,236,423,107,67,833,32,7,872,2
721199,All other traveler accommodation,Establishments,888,236,423,107,68,834,40,11,885,3
721199,All other traveler accommodation,Employment,"4,661",0,823,679,857,"2,359","1,233",[f],[h],[f]
721199,All other traveler accommodation,"Annual Payroll ($1,000)","77,245","5,152","14,264","8,904","12,273","40,593","19,650",(D),(D),(D)
7212,RV (recreational vehicle) parks & recreational camps,Firms,"6,582","1,607","2,850",936,559,"5,952",449,116,"6,517",65
7212,RV (recreational vehicle) parks & recreational camps,Establishments,"7,000","1,607","2,853",943,591,"5,994",617,175,"6,786",214
7212,RV (recreational vehicle) parks & recreational camps,Employment,"38,819",0,"5,808","6,019","6,697","18,524","10,516","4,037","33,077","5,742"
7212,RV (recreational vehicle) parks & recreational camps,"Annual Payroll ($1,000)","900,974","45,279","167,225","137,464","143,253","493,221","203,353","77,757","774,331","126,643"
72121,RV (recreational vehicle) parks & recreational camps,Firms,"6,582","1,607","2,850",936,559,"5,952",449,116,"6,517",65
72121,RV (recreational vehicle) parks & recreational camps,Establishments,"7,000","1,607","2,853",943,591,"5,994",617,175,"6,786",214
72121,RV (recreational vehicle) parks & recreational camps,Employment,"38,819",0,"5,808","6,019","6,697","18,524","10,516","4,037","33,077","5,742"
72121,RV (recreational vehicle) parks & recreational camps,"Annual Payroll ($1,000)","900,974","45,279","167,225","137,464","143,253","493,221","203,353","77,757","774,331","126,643"
721211,RV (recreational vehicle) parks & campgrounds,Firms,"3,578",935,"1,712",509,242,"3,398",143,24,"3,565",13
721211,RV (recreational vehicle) parks & campgrounds,Establishments,"3,750",935,"1,714",513,246,"3,408",180,43,"3,631",119
721211,RV (recreational vehicle) parks & campgrounds,Employment,"17,844",0,"3,543","3,289","3,009","9,841","4,309","1,507","15,657","2,187"
721211,RV (recreational vehicle) parks & campgrounds,"Annual Payroll ($1,000)","350,570","20,063","72,935","57,681","51,591","202,270","77,900","25,504","305,674","44,896"
721214,Recreational & vacation camps (except campgrounds),Firms,"3,008",672,"1,138",427,317,"2,554",306,94,"2,954",54
721214,Recreational & vacation camps (except campgrounds),Establishments,"3,250",672,"1,139",430,345,"2,586",437,132,"3,155",95
721214,Recreational & vacation camps (except campgrounds),Employment,"20,975",0,"2,265","2,730","3,688","8,683","6,207","2,530","17,420","3,555"
721214,Recreational & vacation camps (except campgrounds),"Annual Payroll ($1,000)","550,404","25,216","94,290","79,783","91,662","290,951","125,453","52,253","468,657","81,747"
7213,Rooming & boarding houses,Firms,"2,926",202,"1,788",527,261,"2,778",117,18,"2,913",13
7213,Rooming & boarding houses,Establishments,"2,990",213,"1,788",536,265,"2,802",127,44,"2,973",17
7213,Rooming & boarding houses,Employment,"15,640",0,"3,347","3,472","3,367","10,186","3,733","1,036","14,955",685
7213,Rooming & boarding houses,"Annual Payroll ($1,000)","209,104","4,278","41,393","36,651","35,219","117,541","57,072","16,366","190,979","18,125"
72131,Rooming & boarding houses,Firms,"2,926",202,"1,788",527,261,"2,778",117,18,"2,913",13
72131,Rooming & boarding houses,Establishments,"2,990",213,"1,788",536,265,"2,802",127,44,"2,973",17
72131,Rooming & boarding houses,Employment,"15,640",0,"3,347","3,472","3,367","10,186","3,733","1,036","14,955",685
72131,Rooming & boarding houses,"Annual Payroll ($1,000)","209,104","4,278","41,393","36,651","35,219","117,541","57,072","16,366","190,979","18,125"
721310,Rooming & boarding houses,Firms,"2,926",202,"1,788",527,261,"2,778",117,18,"2,913",13
721310,Rooming & boarding houses,Establishments,"2,990",213,"1,788",536,265,"2,802",127,44,"2,973",17
721310,Rooming & boarding houses,Employment,"15,640",0,"3,347","3,472","3,367","10,186","3,733","1,036","14,955",685
721310,Rooming & boarding houses,"Annual Payroll ($1,000)","209,104","4,278","41,393","36,651","35,219","117,541","57,072","16,366","190,979","18,125"
722,Foodservices & drinking places,Firms,"367,141","49,792","111,832","71,279","60,405","293,308","65,876","6,721","365,905","1,236"
722,Foodservices & drinking places,Establishments,"488,373","50,034","112,010","71,760","61,775","295,579","76,521","30,427","402,527","85,846"
722,Foodservices & drinking places,Employment,"8,219,519",0,"262,968","477,997","826,420","1,567,385","2,500,660","1,197,691","5,265,736","2,953,783"
722,Foodservices & drinking places,"Annual Payroll ($1,000)","94,553,717","1,877,058","3,109,033","4,837,558","8,428,803","18,252,452","28,139,081","13,272,538","59,664,071","34,889,646"
7221,Full-service restaurants,Firms,"165,621","21,195","39,348","31,920","31,221","123,684","38,549","2,751","164,984",637
7221,Full-service restaurants,Establishments,"193,262","21,273","39,386","32,007","31,470","124,136","40,416","6,468","171,020","22,242"
7221,Full-service restaurants,Employment,"3,963,258",0,"95,555","216,347","430,583","742,485","1,470,301","428,304","2,641,090","1,322,168"
7221,Full-service restaurants,"Annual Payroll ($1,000)","48,702,432","1,079,364","1,198,095","2,263,900","4,595,562","9,136,921","17,814,415","5,556,674","32,508,010","16,194,422"
72211,Full-service restaurants,Firms,"165,621","21,195","39,348","31,920","31,221","123,684","38,549","2,751","164,984",637
72211,Full-service restaurants,Establishments,"193,262","21,273","39,386","32,007","31,470","124,136","40,416","6,468","171,020","22,242"
72211,Full-service restaurants,Employment,"3,963,258",0,"95,555","216,347","430,583","742,485","1,470,301","428,304","2,641,090","1,322,168"
72211,Full-service restaurants,"Annual Payroll ($1,000)","48,702,432","1,079,364","1,198,095","2,263,900","4,595,562","9,136,921","17,814,415","5,556,674","32,508,010","16,194,422"
722110,Full-service restaurants,Firms,"165,621","21,195","39,348","31,920","31,221","123,684","38,549","2,751","164,984",637
722110,Full-service restaurants,Establishments,"193,262","21,273","39,386","32,007","31,470","124,136","40,416","6,468","171,020","22,242"
722110,Full-service restaurants,Employment,"3,963,258",0,"95,555","216,347","430,583","742,485","1,470,301","428,304","2,641,090","1,322,168"
722110,Full-service restaurants,"Annual Payroll ($1,000)","48,702,432","1,079,364","1,198,095","2,263,900","4,595,562","9,136,921","17,814,415","5,556,674","32,508,010","16,194,422"
7222,Limited-service eating places,Firms,"139,074","20,189","42,550","26,592","22,512","111,843","22,608","3,867","138,318",756
7222,Limited-service eating places,Establishments,"215,793","20,348","42,660","26,894","23,421","113,323","30,586","22,276","166,185","49,608"
7222,Limited-service eating places,Employment,"3,407,334",0,"99,594","178,494","305,506","583,594","846,939","701,826","2,132,359","1,274,975"
7222,Limited-service eating places,"Annual Payroll ($1,000)","34,789,292","593,812","1,165,298","1,755,943","2,906,282","6,421,335","8,207,415","6,776,371","21,405,121","13,384,171"
72221,Limited-service eating places,Firms,"139,074","20,189","42,550","26,592","22,512","111,843","22,608","3,867","138,318",756
72221,Limited-service eating places,Establishments,"215,793","20,348","42,660","26,894","23,421","113,323","30,586","22,276","166,185","49,608"
72221,Limited-service eating places,Employment,"3,407,334",0,"99,594","178,494","305,506","583,594","846,939","701,826","2,132,359","1,274,975"
72221,Limited-service eating places,"Annual Payroll ($1,000)","34,789,292","593,812","1,165,298","1,755,943","2,906,282","6,421,335","8,207,415","6,776,371","21,405,121","13,384,171"
722211,Limited-service restaurants,Firms,"106,615","13,913","32,067","19,754","17,303","83,037","19,268","3,622","105,927",688
722211,Limited-service restaurants,Establishments,"173,753","14,052","32,137","19,958","17,930","84,077","25,951","20,952","130,980","42,773"
722211,Limited-service restaurants,Employment,"2,997,206",0,"75,311","132,512","235,541","443,364","732,975","668,775","1,845,114","1,152,092"
722211,Limited-service restaurants,"Annual Payroll ($1,000)","30,134,048","447,276","893,303","1,320,803","2,250,689","4,912,071","7,027,897","6,392,613","18,332,581","11,801,467"
722212,Cafeterias,Firms,"3,529",614,"1,336",727,403,"3,080",349,53,"3,482",47
722212,Cafeterias,Establishments,"4,464",619,"1,338",731,411,"3,099",417,120,"3,636",828
722212,Cafeterias,Employment,"69,512",0,"3,220","4,789","5,416","13,425","12,157","4,899","30,481","39,031"
722212,Cafeterias,"Annual Payroll ($1,000)","890,270","18,808","36,850","49,533","58,976","164,167","132,971","60,069","357,207","533,063"
722213,Snack & nonalcoholic beverage bars,Firms,"29,152","5,663","9,148","6,117","4,818","25,746","3,080",250,"29,076",76
722213,Snack & nonalcoholic beverage bars,Establishments,"37,576","5,677","9,185","6,205","5,080","26,147","4,218","1,204","31,569","6,007"
722213,Snack & nonalcoholic beverage bars,Employment,"340,616",0,"21,063","41,193","64,549","126,805","101,807","28,152","256,764","83,852"
722213,Snack & nonalcoholic beverage bars,"Annual Payroll ($1,000)","3,764,974","127,728","235,145","385,607","596,617","1,345,097","1,046,547","323,689","2,715,333","1,049,641"
7223,Special foodservices,Firms,"14,231","2,816","5,101","2,308","1,747","11,972","1,810",319,"14,101",130
7223,Special foodservices,Establishments,"29,345","2,817","5,103","2,326","1,807","12,053","2,070","1,384","15,507","13,838"
7223,Special foodservices,Employment,"513,762",0,"10,934","15,399","23,546","49,879","68,629","46,126","164,634","349,128"
7223,Special foodservices,"Annual Payroll ($1,000)","7,576,446","73,081","160,585","193,341","293,938","720,945","919,833","696,734","2,337,512","5,238,934"
72231,Foodservice contractors,Firms,"2,491",384,776,411,317,"1,888",380,128,"2,396",95
72231,Foodservice contractors,Establishments,"17,330",384,778,426,348,"1,936",565,"1,134","3,635","13,695"
72231,Foodservice contractors,Employment,"384,642",0,"1,759","2,743","4,250","8,752","14,017","21,323","44,092","340,550"
72231,Foodservice contractors,"Annual Payroll ($1,000)","5,771,381","11,510","23,115","35,005","48,425","118,055","203,414","335,832","657,301","5,114,080"
722310,Foodservice contractors,Firms,"2,491",384,776,411,317,"1,888",380,128,"2,396",95
722310,Foodservice contractors,Establishments,"17,330",384,778,426,348,"1,936",565,"1,134","3,635","13,695"
722310,Foodservice contractors,Employment,"384,642",0,"1,759","2,743","4,250","8,752","14,017","21,323","44,092","340,550"
722310,Foodservice contractors,"Annual Payroll ($1,000)","5,771,381","11,510","23,115","35,005","48,425","118,055","203,414","335,832","657,301","5,114,080"
72232,Caterers,Firms,"8,927","1,555","3,119","1,517","1,218","7,409","1,290",185,"8,884",43
72232,Caterers,Establishments,"9,058","1,556","3,119","1,518","1,225","7,418","1,325",229,"8,972",86
72232,Caterers,Employment,"113,461",0,"6,799","10,201","16,478","33,478","49,840","23,639","106,957","6,504"
72232,Caterers,"Annual Payroll ($1,000)","1,543,126","43,901","100,523","127,548","210,662","482,634","644,538","338,644","1,465,816","77,310"
722320,Caterers,Firms,"8,927","1,555","3,119","1,517","1,218","7,409","1,290",185,"8,884",43
722320,Caterers,Establishments,"9,058","1,556","3,119","1,518","1,225","7,418","1,325",229,"8,972",86
722320,Caterers,Employment,"113,461",0,"6,799","10,201","16,478","33,478","49,840","23,639","106,957","6,504"
722320,Caterers,"Annual Payroll ($1,000)","1,543,126","43,901","100,523","127,548","210,662","482,634","644,538","338,644","1,465,816","77,310"
72233,Mobile foodservices,Firms,"2,845",877,"1,206",380,212,"2,675",147,16,"2,838",7
72233,Mobile foodservices,Establishments,"2,957",877,"1,206",382,234,"2,699",180,21,"2,900",57
72233,Mobile foodservices,Employment,"15,659",0,"2,376","2,455","2,818","7,649","4,772","1,164","13,585","2,074"
72233,Mobile foodservices,"Annual Payroll ($1,000)","261,939","17,670","36,947","30,788","34,851","120,256","71,881","22,258","214,395","47,544"
722330,Mobile foodservices,Firms,"2,845",877,"1,206",380,212,"2,675",147,16,"2,838",7
722330,Mobile foodservices,Establishments,"2,957",877,"1,206",382,234,"2,699",180,21,"2,900",57
722330,Mobile foodservices,Employment,"15,659",0,"2,376","2,455","2,818","7,649","4,772","1,164","13,585","2,074"
722330,Mobile foodservices,"Annual Payroll ($1,000)","261,939","17,670","36,947","30,788","34,851","120,256","71,881","22,258","214,395","47,544"
7224,Drinking places (alcoholic beverages),Firms,"49,483","5,595","24,849","10,491","5,003","45,938","3,338",163,"49,439",44
7224,Drinking places (alcoholic beverages),Establishments,"49,973","5,596","24,861","10,533","5,077","46,067","3,449",299,"49,815",158
7224,Drinking places (alcoholic beverages),Employment,"335,165",0,"56,885","67,757","66,785","191,427","114,791","21,435","327,653","7,512"
7224,Drinking places (alcoholic beverages),"Annual Payroll ($1,000)","3,485,547","130,801","585,055","624,374","633,021","1,973,251","1,197,418","242,759","3,413,428","72,119"
72241,Drinking places (alcoholic beverages),Firms,"49,483","5,595","24,849","10,491","5,003","45,938","3,338",163,"49,439",44
72241,Drinking places (alcoholic beverages),Establishments,"49,973","5,596","24,861","10,533","5,077","46,067","3,449",299,"49,815",158
72241,Drinking places (alcoholic beverages),Employment,"335,165",0,"56,885","67,757","66,785","191,427","114,791","21,435","327,653","7,512"
72241,Drinking places (alcoholic beverages),"Annual Payroll ($1,000)","3,485,547","130,801","585,055","624,374","633,021","1,973,251","1,197,418","242,759","3,413,428","72,119"
722410,Drinking places (alcoholic beverages),Firms,"49,483","5,595","24,849","10,491","5,003","45,938","3,338",163,"49,439",44
722410,Drinking places (alcoholic beverages),Establishments,"49,973","5,596","24,861","10,533","5,077","46,067","3,449",299,"49,815",158
722410,Drinking places (alcoholic beverages),Employment,"335,165",0,"56,885","67,757","66,785","191,427","114,791","21,435","327,653","7,512"
722410,Drinking places (alcoholic beverages),"Annual Payroll ($1,000)","3,485,547","130,801","585,055","624,374","633,021","1,973,251","1,197,418","242,759","3,413,428","72,119"
81,Other services (except public administration),Firms,"658,412","54,017","359,964","133,123","64,820","611,924","40,788","4,439","657,151","1,261"
81,Other services (except public administration),Establishments,"719,402","54,156","360,550","134,541","67,999","617,246","51,480","15,996","684,722","34,680"
81,Other services (except public administration),Employment,"5,370,479",0,"763,230","865,388","854,732","2,483,350","1,463,977","646,300","4,593,627","776,852"
81,Other services (except public administration),"Annual Payroll ($1,000)","115,218,331","1,325,101","13,594,974","16,220,056","17,390,930","48,531,061","30,273,846","15,979,889","94,784,796","20,433,535"
811,Repair & maintenance,Firms,"213,785","20,562","121,868","42,601","18,617","203,648","8,609",980,"213,237",548
811,Repair & maintenance,Establishments,"230,867","20,649","122,035","43,015","19,630","205,329","11,829","4,505","221,663","9,204"
811,Repair & maintenance,Employment,"1,343,180",0,"260,052","274,555","241,361","775,968","276,692","103,422","1,156,082","187,098"
811,Repair & maintenance,"Annual Payroll ($1,000)","38,242,761","565,732","5,587,087","6,873,727","6,705,372","19,731,918","7,741,839","3,131,804","30,605,561","7,637,200"
8111,Automotive repair & maintenance,Firms,"151,407","14,278","85,254","32,187","13,316","145,035","5,619",549,"151,203",204
8111,Automotive repair & maintenance,Establishments,"163,951","14,349","85,383","32,503","14,133","146,368","8,088","3,322","157,778","6,173"
8111,Automotive repair & maintenance,Employment,"870,881",0,"186,806","207,266","171,614","565,686","178,258","55,868","799,812","71,069"
8111,Automotive repair & maintenance,"Annual Payroll ($1,000)","21,449,092","395,272","4,012,690","5,131,031","4,562,472","14,101,465","4,261,389","1,285,827","19,648,681","1,800,411"
81111,Automotive mechanical & electrical repair & maintenance,Firms,"93,725","8,520","57,771","19,765","5,757","91,813","1,632",187,"93,632",93
81111,Automotive mechanical & electrical repair & maintenance,Establishments,"98,361","8,543","57,838","19,939","6,183","92,503","2,673","1,037","96,213","2,148"
81111,Automotive mechanical & electrical repair & maintenance,Employment,"402,965",0,"127,187","125,438","72,311","324,936","46,939","14,002","385,877","17,088"
81111,Automotive mechanical & electrical repair & maintenance,"Annual Payroll ($1,000)","10,570,128","220,137","2,792,861","3,203,305","1,954,922","8,171,225","1,369,610","448,416","9,989,251","580,877"
811111,General automotive repair,Firms,"76,264","7,360","47,737","15,333","4,414","74,844","1,178",162,"76,184",80
811111,General automotive repair,Establishments,"78,673","7,367","47,755","15,398","4,548","75,068","1,510",556,"77,134","1,539"
811111,General automotive repair,Employment,"314,281",0,"104,062","97,160","55,266","256,488","33,202","10,951","300,641","13,640"
811111,General automotive repair,"Annual Payroll ($1,000)","8,194,658","189,842","2,273,222","2,460,029","1,488,083","6,411,176","953,823","360,557","7,725,556","469,102"
811112,Automotive exhaust system repair,Firms,"3,669",224,"2,134",913,256,"3,527",127,10,"3,664",5
811112,Automotive exhaust system repair,Establishments,"4,741",233,"2,159",966,390,"3,748",457,175,"4,380",361
811112,Automotive exhaust system repair,Employment,"19,915",0,"4,974","5,778","3,091","13,843","3,598",[f],[j],[g]
811112,Automotive exhaust system repair,"Annual Payroll ($1,000)","527,341","5,595","109,706","144,940","77,328","337,569","115,910",(D),(D),(D)
811113,Automotive transmission repair,Firms,"6,488",515,"3,454","1,906",507,"6,382",100,4,"6,486",2
811113,Automotive transmission repair,Establishments,"6,646",515,"3,456","1,923",565,"6,459",165,20,"6,644",2
811113,Automotive transmission repair,Employment,"29,832",0,"8,360","12,217","6,263","26,840","2,698",[e],[k],[b]
811113,Automotive transmission repair,"Annual Payroll ($1,000)","827,555","13,494","195,204","341,862","184,008","734,568","82,976",(D),(D),(D)
811118,Other automotive mechanical & electrical repair & maintenance,Firms,"7,400",422,"4,450","1,620",608,"7,100",267,20,"7,387",13
811118,Other automotive mechanical & electrical repair & maintenance,Establishments,"8,301",428,"4,468","1,652",680,"7,228",541,286,"8,055",246
811118,Other automotive mechanical & electrical repair & maintenance,Employment,"38,937",0,"9,791","10,283","7,691","27,765","7,441","1,797","37,003","1,934"
811118,Other automotive mechanical & electrical repair & maintenance,"Annual Payroll ($1,000)","1,020,574","11,206","214,729","256,474","205,503","687,912","216,901","50,204","955,017","65,557"
81112,"Automotive body, paint, interior, & glass repair",Firms,"37,862","3,196","18,604","8,753","5,155","35,708","1,961",133,"37,802",60
81112,"Automotive body, paint, interior, & glass repair",Establishments,"40,848","3,198","18,613","8,788","5,293","35,892","2,427",520,"38,839","2,009"
81112,"Automotive body, paint, interior, & glass repair",Employment,"252,983",0,"40,656","57,644","67,244","165,544","57,426","10,939","233,909","19,074"
81112,"Automotive body, paint, interior, & glass repair","Annual Payroll ($1,000)","7,725,757","101,466","912,796","1,546,606","2,128,847","4,689,715","1,944,532","394,705","7,028,952","696,805"
811121,"Automotive body, paint, & interior repair & maintenance",Firms,"33,893","2,745","16,467","7,910","4,834","31,956","1,782",105,"33,843",50
811121,"Automotive body, paint, & interior repair & maintenance",Establishments,"34,786","2,747","16,471","7,932","4,897","32,047","2,018",247,"34,312",474
811121,"Automotive body, paint, & interior repair & maintenance",Employment,"220,925",0,"36,038","52,227","63,048","151,313","51,300","7,395","210,008","10,917"
811121,"Automotive body, paint, & interior repair & maintenance","Annual Payroll ($1,000)","6,745,343","88,089","805,282","1,409,432","2,005,903","4,308,706","1,748,523","278,785","6,336,014","409,329"
811122,Automotive glass replacement shops,Firms,"3,978",451,"2,137",844,322,"3,754",183,30,"3,967",11
811122,Automotive glass replacement shops,Establishments,"6,062",451,"2,142",856,396,"3,845",409,273,"4,527","1,535"
811122,Automotive glass replacement shops,Employment,"32,058",0,"4,618","5,417","4,196","14,231","6,126","3,544","23,901","8,157"
811122,Automotive glass replacement shops,"Annual Payroll ($1,000)","980,414","13,377","107,514","137,174","122,944","381,009","196,009","115,920","692,938","287,476"
81119,Other automotive repair & maintenance,Firms,"19,936","2,564","8,885","3,682","2,424","17,555","2,066",248,"19,869",67
81119,Other automotive repair & maintenance,Establishments,"24,742","2,608","8,932","3,776","2,657","17,973","2,988","1,765","22,726","2,016"
81119,Other automotive repair & maintenance,Employment,"214,933",0,"18,963","24,184","32,059","75,206","73,893","30,927","180,026","34,907"
