NAICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CODE,NAICS DESCRIPTION,DATA TYPE,TOTAL,0-4,5-9,10-19,<20,20-99,100-499,<500,500+,,,,,,,,,,,,,,,,,,,,,
485111,Mixed Mode Transit Systems,Firms,52,21,4,9,34,14,0,48,4,,,,,,,,,,,,,,,,,,,,,
485111,Mixed Mode Transit Systems,Establishments,63,21,4,9,34,21,0,55,8,,,,,,,,,,,,,,,,,,,,,
485111,Mixed Mode Transit Systems,Employment,"1,313",[b],30,[c],[c],[f],0,[f],[f],,,,,,,,,,,,,,,,,,,,,
485111,Mixed Mode Transit Systems,"Annual Payroll ($1,000)","40,428",(D),198,(D),(D),(D),0,(D),(D),,,,,,,,,,,,,,,,,,,,,
485112,Commuter Rail Systems,Firms,19,8,2,0,10,4,1,15,4,,,,,,,,,,,,,,,,,,,,,
485112,Commuter Rail Systems,Establishments,25,8,2,0,10,4,1,15,10,,,,,,,,,,,,,,,,,,,,,
485112,Commuter Rail Systems,Employment,549,[a],[a],0,[b],[c],[c],[e],[e],,,,,,,,,,,,,,,,,,,,,
485112,Commuter Rail Systems,"Annual Payroll ($1,000)","20,499",(D),(D),0,(D),(D),(D),(D),(D),,,,,,,,,,,,,,,,,,,,,
485113,Bus and Other Motor Vehicle Transit Systems,Firms,496,204,71,57,332,101,42,475,21,,,,,,,,,,,,,,,,,,,,,
485113,Bus and Other Motor Vehicle Transit Systems,Establishments,778,204,71,57,332,117,55,504,274,,,,,,,,,,,,,,,,,,,,,
485113,Bus and Other Motor Vehicle Transit Systems,Employment,"44,555",355,[e],805,[g],"4,401",[i],"12,158","32,397",,,,,,,,,,,,,,,,,,,,,
485113,Bus and Other Motor Vehicle Transit Systems,"Annual Payroll ($1,000)","1,474,627","9,946",(D),"13,257",(D),"101,095",(D),"325,420","1,149,207",,,,,,,,,,,,,,,,,,,,,
485119,Other Urban Transit Systems,Firms,44,26,5,3,34,5,2,41,3,,,,,,,,,,,,,,,,,,,,,
485119,Other Urban Transit Systems,Establishments,46,26,5,3,34,5,3,42,4,,,,,,,,,,,,,,,,,,,,,
485119,Other Urban Transit Systems,Employment,"2,997",[b],[b],[b],[c],[c],[e],[f],[g],,,,,,,,,,,,,,,,,,,,,
485119,Other Urban Transit Systems,"Annual Payroll ($1,000)","144,786",(D),(D),(D),(D),(D),(D),(D),(D),,,,,,,,,,,,,,,,,,,,,
4852,Interurban and Rural Bus Transportation,Firms,230,107,28,23,158,37,27,222,8,,,,,,,,,,,,,,,,,,,,,
4852,Interurban and Rural Bus Transportation,Establishments,475,107,28,23,158,38,59,255,220,,,,,,,,,,,,,,,,,,,,,
4852,Interurban and Rural Bus Transportation,Employment,"16,465",148,187,336,671,"1,788","4,174","6,633","9,832",,,,,,,,,,,,,,,,,,,,,
4852,Interurban and Rural Bus Transportation,"Annual Payroll ($1,000)","464,663","5,170","3,677","7,650","16,497","42,130","120,753","179,380","285,283",,,,,,,,,,,,,,,,,,,,,
48521,Interurban and Rural Bus Transportation,Firms,230,107,28,23,158,37,27,222,8,,,,,,,,,,,,,,,,,,,,,
48521,Interurban and Rural Bus Transportation,Establishments,475,107,28,23,158,38,59,255,220,,,,,,,,,,,,,,,,,,,,,
48521,Interurban and Rural Bus Transportation,Employment,"16,465",148,187,336,671,"1,788","4,174","6,633","9,832",,,,,,,,,,,,,,,,,,,,,
48521,Interurban and Rural Bus Transportation,"Annual Payroll ($1,000)","464,663","5,170","3,677","7,650","16,497","42,130","120,753","179,380","285,283",,,,,,,,,,,,,,,,,,,,,
485210,Interurban and Rural Bus Transportation,Firms,230,107,28,23,158,37,27,222,8,,,,,,,,,,,,,,,,,,,,,
485210,Interurban and Rural Bus Transportation,Establishments,475,107,28,23,158,38,59,255,220,,,,,,,,,,,,,,,,,,,,,
485210,Interurban and Rural Bus Transportation,Employment,"16,465",148,187,336,671,"1,788","4,174","6,633","9,832",,,,,,,,,,,,,,,,,,,,,
485210,Interurban and Rural Bus Transportation,"Annual Payroll ($1,000)","464,663","5,170","3,677","7,650","16,497","42,130","120,753","179,380","285,283",,,,,,,,,,,,,,,,,,,,,
4853,Taxi and Limousine Service,Firms,"6,914","4,527","1,008",707,"6,242",582,70,"6,894",20,,,,,,,,,,,,,,,,,,,,,
4853,Taxi and Limousine Service,Establishments,"7,013","4,527","1,009",710,"6,246",601,93,"6,940",73,,,,,,,,,,,,,,,,,,,,,
4853,Taxi and Limousine Service,Employment,"69,226","6,112","6,650","9,507","22,269","22,534","10,919","55,722","13,504",,,,,,,,,,,,,,,,,,,,,
4853,Taxi and Limousine Service,"Annual Payroll ($1,000)","1,542,694","146,073","115,618","163,744","425,435","506,044","297,762","1,229,241","313,453",,,,,,,,,,,,,,,,,,,,,
48531,Taxi Service,Firms,"2,838","1,881",428,272,"2,581",223,23,"2,827",11,,,,,,,,,,,,,,,,,,,,,
48531,Taxi Service,Establishments,"2,878","1,881",429,274,"2,584",235,32,"2,851",27,,,,,,,,,,,,,,,,,,,,,
48531,Taxi Service,Employment,"30,693","2,603","2,840","3,668","9,111","8,574","4,212","21,897","8,796",,,,,,,,,,,,,,,,,,,,,
48531,Taxi Service,"Annual Payroll ($1,000)","603,104","52,023","45,864","57,232","155,119","174,338","109,141","438,598","164,506",,,,,,,,,,,,,,,,,,,,,
485310,Taxi Service,Firms,"2,838","1,881",428,272,"2,581",223,23,"2,827",11,,,,,,,,,,,,,,,,,,,,,
485310,Taxi Service,Establishments,"2,878","1,881",429,274,"2,584",235,32,"2,851",27,,,,,,,,,,,,,,,,,,,,,
485310,Taxi Service,Employment,"30,693","2,603","2,840","3,668","9,111","8,574","4,212","21,897","8,796",,,,,,,,,,,,,,,,,,,,,
485310,Taxi Service,"Annual Payroll ($1,000)","603,104","52,023","45,864","57,232","155,119","174,338","109,141","438,598","164,506",,,,,,,,,,,,,,,,,,,,,
48532,Limousine Service,Firms,"4,079","2,646",580,435,"3,661",359,47,"4,067",12,,,,,,,,,,,,,,,,,,,,,
48532,Limousine Service,Establishments,"4,135","2,646",580,436,"3,662",366,61,"4,089",46,,,,,,,,,,,,,,,,,,,,,
48532,Limousine Service,Employment,"38,533","3,509","3,810","5,839","13,158","13,960","6,707","33,825","4,708",,,,,,,,,,,,,,,,,,,,,
48532,Limousine Service,"Annual Payroll ($1,000)","939,590","94,050","69,754","106,512","270,316","331,706","188,621","790,643","148,947",,,,,,,,,,,,,,,,,,,,,
485320,Limousine Service,Firms,"4,079","2,646",580,435,"3,661",359,47,"4,067",12,,,,,,,,,,,,,,,,,,,,,
485320,Limousine Service,Establishments,"4,135","2,646",580,436,"3,662",366,61,"4,089",46,,,,,,,,,,,,,,,,,,,,,
485320,Limousine Service,Employment,"38,533","3,509","3,810","5,839","13,158","13,960","6,707","33,825","4,708",,,,,,,,,,,,,,,,,,,,,
485320,Limousine Service,"Annual Payroll ($1,000)","939,590","94,050","69,754","106,512","270,316","331,706","188,621","790,643","148,947",,,,,,,,,,,,,,,,,,,,,
4854,School and Employee Bus Transportation,Firms,"3,065","1,187",459,419,"2,065",723,234,"3,022",43,,,,,,,,,,,,,,,,,,,,,
4854,School and Employee Bus Transportation,Establishments,"4,321","1,189",459,424,"2,072",754,366,"3,192","1,129",,,,,,,,,,,,,,,,,,,,,
4854,School and Employee Bus Transportation,Employment,"194,765","2,100","3,101","5,829","11,030","30,090","42,116","83,236","111,529",,,,,,,,,,,,,,,,,,,,,
4854,School and Employee Bus Transportation,"Annual Payroll ($1,000)","3,392,839","37,579","36,367","74,756","148,702","458,875","770,883","1,378,460","2,014,379",,,,,,,,,,,,,,,,,,,,,
48541,School and Employee Bus Transportation,Firms,"3,065","1,187",459,419,"2,065",723,234,"3,022",43,,,,,,,,,,,,,,,,,,,,,
48541,School and Employee Bus Transportation,Establishments,"4,321","1,189",459,424,"2,072",754,366,"3,192","1,129",,,,,,,,,,,,,,,,,,,,,
48541,School and Employee Bus Transportation,Employment,"194,765","2,100","3,101","5,829","11,030","30,090","42,116","83,236","111,529",,,,,,,,,,,,,,,,,,,,,
48541,School and Employee Bus Transportation,"Annual Payroll ($1,000)","3,392,839","37,579","36,367","74,756","148,702","458,875","770,883","1,378,460","2,014,379",,,,,,,,,,,,,,,,,,,,,
485410,School and Employee Bus Transportation,Firms,"3,065","1,187",459,419,"2,065",723,234,"3,022",43,,,,,,,,,,,,,,,,,,,,,
485410,School and Employee Bus Transportation,Establishments,"4,321","1,189",459,424,"2,072",754,366,"3,192","1,129",,,,,,,,,,,,,,,,,,,,,
485410,School and Employee Bus Transportation,Employment,"194,765","2,100","3,101","5,829","11,030","30,090","42,116","83,236","111,529",,,,,,,,,,,,,,,,,,,,,
485410,School and Employee Bus Transportation,"Annual Payroll ($1,000)","3,392,839","37,579","36,367","74,756","148,702","458,875","770,883","1,378,460","2,014,379",,,,,,,,,,,,,,,,,,,,,
4855,Charter Bus Industry,Firms,"1,103",398,166,185,749,293,45,"1,087",16,,,,,,,,,,,,,,,,,,,,,
4855,Charter Bus Industry,Establishments,"1,207",398,167,187,752,314,77,"1,143",64,,,,,,,,,,,,,,,,,,,,,
4855,Charter Bus Industry,Employment,"27,929",664,"1,108","2,542","4,314","12,104","5,138","21,556","6,373",,,,,,,,,,,,,,,,,,,,,
4855,Charter Bus Industry,"Annual Payroll ($1,000)","647,760","15,372","18,739","47,209","81,320","272,944","120,079","474,343","173,417",,,,,,,,,,,,,,,,,,,,,
48551,Charter Bus Industry,Firms,"1,103",398,166,185,749,293,45,"1,087",16,,,,,,,,,,,,,,,,,,,,,
48551,Charter Bus Industry,Establishments,"1,207",398,167,187,752,314,77,"1,143",64,,,,,,,,,,,,,,,,,,,,,
48551,Charter Bus Industry,Employment,"27,929",664,"1,108","2,542","4,314","12,104","5,138","21,556","6,373",,,,,,,,,,,,,,,,,,,,,
48551,Charter Bus Industry,"Annual Payroll ($1,000)","647,760","15,372","18,739","47,209","81,320","272,944","120,079","474,343","173,417",,,,,,,,,,,,,,,,,,,,,
485510,Charter Bus Industry,Firms,"1,103",398,166,185,749,293,45,"1,087",16,,,,,,,,,,,,,,,,,,,,,
485510,Charter Bus Industry,Establishments,"1,207",398,167,187,752,314,77,"1,143",64,,,,,,,,,,,,,,,,,,,,,
485510,Charter Bus Industry,Employment,"27,929",664,"1,108","2,542","4,314","12,104","5,138","21,556","6,373",,,,,,,,,,,,,,,,,,,,,
485510,Charter Bus Industry,"Annual Payroll ($1,000)","647,760","15,372","18,739","47,209","81,320","272,944","120,079","474,343","173,417",,,,,,,,,,,,,,,,,,,,,
4859,Other Transit and Ground Passenger Transportation,Firms,"3,025","1,410",506,405,"2,321",509,144,"2,974",51,,,,,,,,,,,,,,,,,,,,,
4859,Other Transit and Ground Passenger Transportation,Establishments,"3,296","1,410",509,405,"2,324",545,250,"3,119",177,,,,,,,,,,,,,,,,,,,,,
4859,Other Transit and Ground Passenger Transportation,Employment,"60,919","2,168","3,455","5,550","11,173","19,686","17,035","47,894","13,025",,,,,,,,,,,,,,,,,,,,,
4859,Other Transit and Ground Passenger Transportation,"Annual Payroll ($1,000)","1,351,309","65,502","61,141","101,327","227,970","400,625","359,774","988,369","362,940",,,,,,,,,,,,,,,,,,,,,
48599,Other Transit and Ground Passenger Transportation,Firms,"3,025","1,410",506,405,"2,321",509,144,"2,974",51,,,,,,,,,,,,,,,,,,,,,
48599,Other Transit and Ground Passenger Transportation,Establishments,"3,296","1,410",509,405,"2,324",545,250,"3,119",177,,,,,,,,,,,,,,,,,,,,,
48599,Other Transit and Ground Passenger Transportation,Employment,"60,919","2,168","3,455","5,550","11,173","19,686","17,035","47,894","13,025",,,,,,,,,,,,,,,,,,,,,
48599,Other Transit and Ground Passenger Transportation,"Annual Payroll ($1,000)","1,351,309","65,502","61,141","101,327","227,970","400,625","359,774","988,369","362,940",,,,,,,,,,,,,,,,,,,,,
485991,Special Needs Transportation,Firms,"1,966",829,347,284,"1,460",353,115,"1,928",38,,,,,,,,,,,,,,,,,,,,,
485991,Special Needs Transportation,Establishments,"2,166",829,350,284,"1,463",380,189,"2,032",134,,,,,,,,,,,,,,,,,,,,,
485991,Special Needs Transportation,Employment,"45,448","1,339","2,367","3,927","7,633","13,888","12,779","34,300","11,148",,,,,,,,,,,,,,,,,,,,,
485991,Special Needs Transportation,"Annual Payroll ($1,000)","1,031,570","44,180","41,999","74,651","160,830","284,631","279,133","724,594","306,976",,,,,,,,,,,,,,,,,,,,,
485999,All Other Transit and Ground Passenger Transportation,Firms,"1,062",581,159,121,861,156,29,"1,046",16,,,,,,,,,,,,,,,,,,,,,
485999,All Other Transit and Ground Passenger Transportation,Establishments,"1,130",581,159,121,861,165,61,"1,087",43,,,,,,,,,,,,,,,,,,,,,
485999,All Other Transit and Ground Passenger Transportation,Employment,"15,471",829,"1,088","1,623","3,540","5,798","4,256","13,594","1,877",,,,,,,,,,,,,,,,,,,,,
485999,All Other Transit and Ground Passenger Transportation,"Annual Payroll ($1,000)","319,739","21,322","19,142","26,676","67,140","115,994","80,641","263,775","55,964",,,,,,,,,,,,,,,,,,,,,
486,Pipeline Transportation,Firms,232,88,27,11,126,26,15,167,65,,,,,,,,,,,,,,,,,,,,,
486,Pipeline Transportation,Establishments,"2,653",89,27,11,127,59,94,280,"2,373",,,,,,,,,,,,,,,,,,,,,
486,Pipeline Transportation,Employment,"39,196",142,162,129,433,"1,000","1,933","3,366","35,830",,,,,,,,,,,,,,,,,,,,,
486,Pipeline Transportation,"Annual Payroll ($1,000)","3,173,510","11,659","8,653","8,665","28,977","76,622","185,926","291,525","2,881,985",,,,,,,,,,,,,,,,,,,,,
4861,Pipeline Transportation of Crude Oil,Firms,56,18,3,2,23,4,3,30,26,,,,,,,,,,,,,,,,,,,,,
4861,Pipeline Transportation of Crude Oil,Establishments,373,18,3,2,23,9,5,37,336,,,,,,,,,,,,,,,,,,,,,
4861,Pipeline Transportation of Crude Oil,Employment,"7,529",[b],[a],[b],[b],189,[e],664,"6,865",,,,,,,,,,,,,,,,,,,,,
4861,Pipeline Transportation of Crude Oil,"Annual Payroll ($1,000)","727,816",(D),(D),(D),(D),"11,169",(D),"86,322","641,494",,,,,,,,,,,,,,,,,,,,,
48611,Pipeline Transportation of Crude Oil,Firms,56,18,3,2,23,4,3,30,26,,,,,,,,,,,,,,,,,,,,,
48611,Pipeline Transportation of Crude Oil,Establishments,373,18,3,2,23,9,5,37,336,,,,,,,,,,,,,,,,,,,,,
48611,Pipeline Transportation of Crude Oil,Employment,"7,529",[b],[a],[b],[b],189,[e],664,"6,865",,,,,,,,,,,,,,,,,,,,,
48611,Pipeline Transportation of Crude Oil,"Annual Payroll ($1,000)","727,816",(D),(D),(D),(D),"11,169",(D),"86,322","641,494",,,,,,,,,,,,,,,,,,,,,
486110,Pipeline Transportation of Crude Oil,Firms,56,18,3,2,23,4,3,30,26,,,,,,,,,,,,,,,,,,,,,
486110,Pipeline Transportation of Crude Oil,Establishments,373,18,3,2,23,9,5,37,336,,,,,,,,,,,,,,,,,,,,,
486110,Pipeline Transportation of Crude Oil,Employment,"7,529",[b],[a],[b],[b],189,[e],664,"6,865",,,,,,,,,,,,,,,,,,,,,
486110,Pipeline Transportation of Crude Oil,"Annual Payroll ($1,000)","727,816",(D),(D),(D),(D),"11,169",(D),"86,322","641,494",,,,,,,,,,,,,,,,,,,,,
4862,Pipeline Transportation of Natural Gas,Firms,127,42,16,7,65,14,8,87,40,,,,,,,,,,,,,,,,,,,,,
4862,Pipeline Transportation of Natural Gas,Establishments,"1,363",43,16,7,66,29,62,157,"1,206",,,,,,,,,,,,,,,,,,,,,
4862,Pipeline Transportation of Natural Gas,Employment,"22,248",65,95,78,238,487,"1,109","1,834","20,414",,,,,,,,,,,,,,,,,,,,,
4862,Pipeline Transportation of Natural Gas,"Annual Payroll ($1,000)","1,709,485","6,884","4,701","4,644","16,229","45,170","82,501","143,900","1,565,585",,,,,,,,,,,,,,,,,,,,,
48621,Pipeline Transportation of Natural Gas,Firms,127,42,16,7,65,14,8,87,40,,,,,,,,,,,,,,,,,,,,,
48621,Pipeline Transportation of Natural Gas,Establishments,"1,363",43,16,7,66,29,62,157,"1,206",,,,,,,,,,,,,,,,,,,,,
48621,Pipeline Transportation of Natural Gas,Employment,"22,248",65,95,78,238,487,"1,109","1,834","20,414",,,,,,,,,,,,,,,,,,,,,
48621,Pipeline Transportation of Natural Gas,"Annual Payroll ($1,000)","1,709,485","6,884","4,701","4,644","16,229","45,170","82,501","143,900","1,565,585",,,,,,,,,,,,,,,,,,,,,
486210,Pipeline Transportation of Natural Gas,Firms,127,42,16,7,65,14,8,87,40,,,,,,,,,,,,,,,,,,,,,
486210,Pipeline Transportation of Natural Gas,Establishments,"1,363",43,16,7,66,29,62,157,"1,206",,,,,,,,,,,,,,,,,,,,,
486210,Pipeline Transportation of Natural Gas,Employment,"22,248",65,95,78,238,487,"1,109","1,834","20,414",,,,,,,,,,,,,,,,,,,,,
486210,Pipeline Transportation of Natural Gas,"Annual Payroll ($1,000)","1,709,485","6,884","4,701","4,644","16,229","45,170","82,501","143,900","1,565,585",,,,,,,,,,,,,,,,,,,,,
4869,Other Pipeline Transportation,Firms,80,28,8,2,38,8,4,50,30,,,,,,,,,,,,,,,,,,,,,
4869,Other Pipeline Transportation,Establishments,917,28,8,2,38,21,27,86,831,,,,,,,,,,,,,,,,,,,,,
4869,Other Pipeline Transportation,Employment,"9,419",[b],[b],[b],[c],324,[e],868,"8,551",,,,,,,,,,,,,,,,,,,,,
4869,Other Pipeline Transportation,"Annual Payroll ($1,000)","736,209",(D),(D),(D),(D),"20,283",(D),"61,303","674,906",,,,,,,,,,,,,,,,,,,,,
48691,Pipeline Transportation of Refined Petroleum Products,Firms,67,21,8,1,30,7,3,40,27,,,,,,,,,,,,,,,,,,,,,
48691,Pipeline Transportation of Refined Petroleum Products,Establishments,856,21,8,1,30,20,25,75,781,,,,,,,,,,,,,,,,,,,,,
48691,Pipeline Transportation of Refined Petroleum Products,Employment,"8,727",[b],[b],[a],[c],[e],[e],800,"7,927",,,,,,,,,,,,,,,,,,,,,
48691,Pipeline Transportation of Refined Petroleum Products,"Annual Payroll ($1,000)","679,584",(D),(D),(D),(D),(D),(D),"56,803","622,781",,,,,,,,,,,,,,,,,,,,,
486910,Pipeline Transportation of Refined Petroleum Products,Firms,67,21,8,1,30,7,3,40,27,,,,,,,,,,,,,,,,,,,,,
486910,Pipeline Transportation of Refined Petroleum Products,Establishments,856,21,8,1,30,20,25,75,781,,,,,,,,,,,,,,,,,,,,,
486910,Pipeline Transportation of Refined Petroleum Products,Employment,"8,727",[b],[b],[a],[c],[e],[e],800,"7,927",,,,,,,,,,,,,,,,,,,,,
486910,Pipeline Transportation of Refined Petroleum Products,"Annual Payroll ($1,000)","679,584",(D),(D),(D),(D),(D),(D),"56,803","622,781",,,,,,,,,,,,,,,,,,,,,
48699,All Other Pipeline Transportation,Firms,20,7,0,1,8,1,1,10,10,,,,,,,,,,,,,,,,,,,,,
48699,All Other Pipeline Transportation,Establishments,61,7,0,1,8,1,2,11,50,,,,,,,,,,,,,,,,,,,,,
48699,All Other Pipeline Transportation,Employment,692,11,0,[a],[b],[b],[a],68,624,,,,,,,,,,,,,,,,,,,,,
48699,All Other Pipeline Transportation,"Annual Payroll ($1,000)","56,625",867,0,(D),(D),(D),(D),"4,500","52,125",,,,,,,,,,,,,,,,,,,,,
486990,All Other Pipeline Transportation,Firms,20,7,0,1,8,1,1,10,10,,,,,,,,,,,,,,,,,,,,,
486990,All Other Pipeline Transportation,Establishments,61,7,0,1,8,1,2,11,50,,,,,,,,,,,,,,,,,,,,,
486990,All Other Pipeline Transportation,Employment,692,11,0,[a],[b],[b],[a],68,624,,,,,,,,,,,,,,,,,,,,,
486990,All Other Pipeline Transportation,"Annual Payroll ($1,000)","56,625",867,0,(D),(D),(D),(D),"4,500","52,125",,,,,,,,,,,,,,,,,,,,,
487,Scenic and Sightseeing Transportation,Firms,"2,623","1,875",288,212,"2,375",192,38,"2,605",18,,,,,,,,,,,,,,,,,,,,,
487,Scenic and Sightseeing Transportation,Establishments,"2,720","1,875",290,219,"2,384",203,57,"2,644",76,,,,,,,,,,,,,,,,,,,,,
487,Scenic and Sightseeing Transportation,Employment,"26,669","2,003","1,913","2,835","6,751","7,350","3,760","17,861","8,808",,,,,,,,,,,,,,,,,,,,,
487,Scenic and Sightseeing Transportation,"Annual Payroll ($1,000)","788,754","94,545","51,002","74,691","220,238","180,276","110,826","511,340","277,414",,,,,,,,,,,,,,,,,,,,,
4871,"Scenic and Sightseeing Transportation, Land",Firms,621,352,93,75,520,75,14,609,12,,,,,,,,,,,,,,,,,,,,,
4871,"Scenic and Sightseeing Transportation, Land",Establishments,678,352,93,78,523,81,24,628,50,,,,,,,,,,,,,,,,,,,,,
4871,"Scenic and Sightseeing Transportation, Land",Employment,"9,218",441,[f],"1,021",[g],"2,857","1,176",[i],[h],,,,,,,,,,,,,,,,,,,,,
4871,"Scenic and Sightseeing Transportation, Land","Annual Payroll ($1,000)","232,508","16,180",(D),"20,378",(D),"55,314","32,673",(D),(D),,,,,,,,,,,,,,,,,,,,,
48711,"Scenic and Sightseeing Transportation, Land",Firms,621,352,93,75,520,75,14,609,12,,,,,,,,,,,,,,,,,,,,,
48711,"Scenic and Sightseeing Transportation, Land",Establishments,678,352,93,78,523,81,24,628,50,,,,,,,,,,,,,,,,,,,,,
48711,"Scenic and Sightseeing Transportation, Land",Employment,"9,218",441,[f],"1,021",[g],"2,857","1,176",[i],[h],,,,,,,,,,,,,,,,,,,,,
48711,"Scenic and Sightseeing Transportation, Land","Annual Payroll ($1,000)","232,508","16,180",(D),"20,378",(D),"55,314","32,673",(D),(D),,,,,,,,,,,,,,,,,,,,,
487110,"Scenic and Sightseeing Transportation, Land",Firms,621,352,93,75,520,75,14,609,12,,,,,,,,,,,,,,,,,,,,,
487110,"Scenic and Sightseeing Transportation, Land",Establishments,678,352,93,78,523,81,24,628,50,,,,,,,,,,,,,,,,,,,,,
487110,"Scenic and Sightseeing Transportation, Land",Employment,"9,218",441,[f],"1,021",[g],"2,857","1,176",[i],[h],,,,,,,,,,,,,,,,,,,,,
487110,"Scenic and Sightseeing Transportation, Land","Annual Payroll ($1,000)","232,508","16,180",(D),"20,378",(D),"55,314","32,673",(D),(D),,,,,,,,,,,,,,,,,,,,,
4872,"Scenic and Sightseeing Transportation, Water",Firms,"1,829","1,406",173,122,"1,701",99,19,"1,819",10,,,,,,,,,,,,,,,,,,,,,
4872,"Scenic and Sightseeing Transportation, Water",Establishments,"1,857","1,406",175,126,"1,707",101,24,"1,832",25,,,,,,,,,,,,,,,,,,,,,
4872,"Scenic and Sightseeing Transportation, Water",Employment,"15,280","1,426","1,149","1,615","4,190","3,837","1,578","9,605","5,675",,,,,,,,,,,,,,,,,,,,,
4872,"Scenic and Sightseeing Transportation, Water","Annual Payroll ($1,000)","463,794","73,089","33,785","47,801","154,675","103,632","40,810","299,117","164,677",,,,,,,,,,,,,,,,,,,,,
48721,"Scenic and Sightseeing Transportation, Water",Firms,"1,829","1,406",173,122,"1,701",99,19,"1,819",10,,,,,,,,,,,,,,,,,,,,,
48721,"Scenic and Sightseeing Transportation, Water",Establishments,"1,857","1,406",175,126,"1,707",101,24,"1,832",25,,,,,,,,,,,,,,,,,,,,,
48721,"Scenic and Sightseeing Transportation, Water",Employment,"15,280","1,426","1,149","1,615","4,190","3,837","1,578","9,605","5,675",,,,,,,,,,,,,,,,,,,,,
48721,"Scenic and Sightseeing Transportation, Water","Annual Payroll ($1,000)","463,794","73,089","33,785","47,801","154,675","103,632","40,810","299,117","164,677",,,,,,,,,,,,,,,,,,,,,
487210,"Scenic and Sightseeing Transportation, Water",Firms,"1,829","1,406",173,122,"1,701",99,19,"1,819",10,,,,,,,,,,,,,,,,,,,,,
487210,"Scenic and Sightseeing Transportation, Water",Establishments,"1,857","1,406",175,126,"1,707",101,24,"1,832",25,,,,,,,,,,,,,,,,,,,,,
487210,"Scenic and Sightseeing Transportation, Water",Employment,"15,280","1,426","1,149","1,615","4,190","3,837","1,578","9,605","5,675",,,,,,,,,,,,,,,,,,,,,
487210,"Scenic and Sightseeing Transportation, Water","Annual Payroll ($1,000)","463,794","73,089","33,785","47,801","154,675","103,632","40,810","299,117","164,677",,,,,,,,,,,,,,,,,,,,,
4879,"Scenic and Sightseeing Transportation, Other",Firms,179,117,22,15,154,18,6,178,1,,,,,,,,,,,,,,,,,,,,,
4879,"Scenic and Sightseeing Transportation, Other",Establishments,185,117,22,15,154,21,9,184,1,,,,,,,,,,,,,,,,,,,,,
4879,"Scenic and Sightseeing Transportation, Other",Employment,"2,171",136,[c],199,[e],656,"1,006",[g],[b],,,,,,,,,,,,,,,,,,,,,
4879,"Scenic and Sightseeing Transportation, Other","Annual Payroll ($1,000)","92,452","5,276",(D),"6,512",(D),"21,330","37,343",(D),(D),,,,,,,,,,,,,,,,,,,,,
48799,"Scenic and Sightseeing Transportation, Other",Firms,179,117,22,15,154,18,6,178,1,,,,,,,,,,,,,,,,,,,,,
48799,"Scenic and Sightseeing Transportation, Other",Establishments,185,117,22,15,154,21,9,184,1,,,,,,,,,,,,,,,,,,,,,
48799,"Scenic and Sightseeing Transportation, Other",Employment,"2,171",136,[c],199,[e],656,"1,006",[g],[b],,,,,,,,,,,,,,,,,,,,,
48799,"Scenic and Sightseeing Transportation, Other","Annual Payroll ($1,000)","92,452","5,276",(D),"6,512",(D),"21,330","37,343",(D),(D),,,,,,,,,,,,,,,,,,,,,
487990,"Scenic and Sightseeing Transportation, Other",Firms,179,117,22,15,154,18,6,178,1,,,,,,,,,,,,,,,,,,,,,
487990,"Scenic and Sightseeing Transportation, Other",Establishments,185,117,22,15,154,21,9,184,1,,,,,,,,,,,,,,,,,,,,,
487990,"Scenic and Sightseeing Transportation, Other",Employment,"2,171",136,[c],199,[e],656,"1,006",[g],[b],,,,,,,,,,,,,,,,,,,,,
487990,"Scenic and Sightseeing Transportation, Other","Annual Payroll ($1,000)","92,452","5,276",(D),"6,512",(D),"21,330","37,343",(D),(D),,,,,,,,,,,,,,,,,,,,,
488,Support Activities for Transportation,Firms,"29,416","17,102","5,481","3,334","25,917","2,570",582,"29,069",347,,,,,,,,,,,,,,,,,,,,,
488,Support Activities for Transportation,Establishments,"37,083","17,136","5,570","3,558","26,264","3,374","2,242","31,880","5,203",,,,,,,,,,,,,,,,,,,,,
488,Support Activities for Transportation,Employment,"579,589","29,260","35,907","44,343","109,510","92,620","84,514","286,644","292,945",,,,,,,,,,,,,,,,,,,,,
488,Support Activities for Transportation,"Annual Payroll ($1,000)","24,128,835","1,223,194","1,288,652","1,708,816","4,220,662","3,877,507","3,467,203","11,565,372","12,563,463",,,,,,,,,,,,,,,,,,,,,
4881,Support Activities for Air Transportation,Firms,"3,876","2,018",722,453,"3,193",462,120,"3,775",101,,,,,,,,,,,,,,,,,,,,,
4881,Support Activities for Air Transportation,Establishments,"5,174","2,019",726,455,"3,200",489,287,"3,976","1,198",,,,,,,,,,,,,,,,,,,,,
4881,Support Activities for Air Transportation,Employment,"158,320","3,412","4,746","6,012","14,170","16,795","18,341","49,306","109,014",,,,,,,,,,,,,,,,,,,,,
4881,Support Activities for Air Transportation,"Annual Payroll ($1,000)","5,431,889","136,959","153,212","211,842","502,013","652,479","668,533","1,823,025","3,608,864",,,,,,,,,,,,,,,,,,,,,
48811,Airport Operations,Firms,968,424,165,116,705,169,53,927,41,,,,,,,,,,,,,,,,,,,,,
48811,Airport Operations,Establishments,"1,619",425,167,116,708,178,158,"1,044",575,,,,,,,,,,,,,,,,,,,,,
