NAICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CODE,NAICS DESCRIPTION,DATA TYPE,TOTAL,0-4,5-9,10-19,<20,20-99,100-499,<500,500+,,,,,,,,,,,,,,,,,,,,,
334290,Other Communications Equipment Manufacturing,Establishments,462,167,64,54,285,95,31,411,51,,,,,,,,,,,,,,,,,,,,,
334290,Other Communications Equipment Manufacturing,Employment,"18,623",287,428,741,"1,456","3,898","3,227","8,581","10,042",,,,,,,,,,,,,,,,,,,,,
334290,Other Communications Equipment Manufacturing,"Annual Payroll ($1,000)","925,998","14,854","18,783","36,459","70,096","199,842","181,985","451,923","474,075",,,,,,,,,,,,,,,,,,,,,
3343,Audio and Video Equipment Manufacturing,Firms,498,216,81,72,369,86,25,480,18,,,,,,,,,,,,,,,,,,,,,
3343,Audio and Video Equipment Manufacturing,Establishments,518,217,81,72,370,86,33,489,29,,,,,,,,,,,,,,,,,,,,,
3343,Audio and Video Equipment Manufacturing,Employment,"18,939",364,551,"1,007","1,922","3,556","4,149","9,627","9,312",,,,,,,,,,,,,,,,,,,,,
3343,Audio and Video Equipment Manufacturing,"Annual Payroll ($1,000)","844,164","21,863","20,014","48,717","90,594","147,476","195,896","433,966","410,198",,,,,,,,,,,,,,,,,,,,,
33431,Audio and Video Equipment Manufacturing,Firms,498,216,81,72,369,86,25,480,18,,,,,,,,,,,,,,,,,,,,,
33431,Audio and Video Equipment Manufacturing,Establishments,518,217,81,72,370,86,33,489,29,,,,,,,,,,,,,,,,,,,,,
33431,Audio and Video Equipment Manufacturing,Employment,"18,939",364,551,"1,007","1,922","3,556","4,149","9,627","9,312",,,,,,,,,,,,,,,,,,,,,
33431,Audio and Video Equipment Manufacturing,"Annual Payroll ($1,000)","844,164","21,863","20,014","48,717","90,594","147,476","195,896","433,966","410,198",,,,,,,,,,,,,,,,,,,,,
334310,Audio and Video Equipment Manufacturing,Firms,498,216,81,72,369,86,25,480,18,,,,,,,,,,,,,,,,,,,,,
334310,Audio and Video Equipment Manufacturing,Establishments,518,217,81,72,370,86,33,489,29,,,,,,,,,,,,,,,,,,,,,
334310,Audio and Video Equipment Manufacturing,Employment,"18,939",364,551,"1,007","1,922","3,556","4,149","9,627","9,312",,,,,,,,,,,,,,,,,,,,,
334310,Audio and Video Equipment Manufacturing,"Annual Payroll ($1,000)","844,164","21,863","20,014","48,717","90,594","147,476","195,896","433,966","410,198",,,,,,,,,,,,,,,,,,,,,
3344,Semiconductor and Other Electronic Component Manufacturing,Firms,"4,246","1,101",587,645,"2,333","1,255",419,"4,007",239,,,,,,,,,,,,,,,,,,,,,
3344,Semiconductor and Other Electronic Component Manufacturing,Establishments,"4,772","1,103",589,647,"2,339","1,280",533,"4,152",620,,,,,,,,,,,,,,,,,,,,,
3344,Semiconductor and Other Electronic Component Manufacturing,Employment,"365,417","1,938","3,986","9,061","14,985","55,801","65,462","136,248","229,169",,,,,,,,,,,,,,,,,,,,,
3344,Semiconductor and Other Electronic Component Manufacturing,"Annual Payroll ($1,000)","21,012,647","365,082","174,841","384,748","924,671","2,436,612","2,960,983","6,322,266","14,690,381",,,,,,,,,,,,,,,,,,,,,
33441,Semiconductor and Other Electronic Component Manufacturing,Firms,"4,246","1,101",587,645,"2,333","1,255",419,"4,007",239,,,,,,,,,,,,,,,,,,,,,
33441,Semiconductor and Other Electronic Component Manufacturing,Establishments,"4,772","1,103",589,647,"2,339","1,280",533,"4,152",620,,,,,,,,,,,,,,,,,,,,,
33441,Semiconductor and Other Electronic Component Manufacturing,Employment,"365,417","1,938","3,986","9,061","14,985","55,801","65,462","136,248","229,169",,,,,,,,,,,,,,,,,,,,,
33441,Semiconductor and Other Electronic Component Manufacturing,"Annual Payroll ($1,000)","21,012,647","365,082","174,841","384,748","924,671","2,436,612","2,960,983","6,322,266","14,690,381",,,,,,,,,,,,,,,,,,,,,
334411,Electron Tube Manufacturing,Firms,68,19,13,8,40,14,5,59,9,,,,,,,,,,,,,,,,,,,,,
334411,Electron Tube Manufacturing,Establishments,77,19,13,8,40,14,6,60,17,,,,,,,,,,,,,,,,,,,,,
334411,Electron Tube Manufacturing,Employment,"5,205",40,92,106,238,546,972,"1,756","3,449",,,,,,,,,,,,,,,,,,,,,
334411,Electron Tube Manufacturing,"Annual Payroll ($1,000)","233,935","1,009","3,691","4,026","8,726","26,471","30,823","66,020","167,915",,,,,,,,,,,,,,,,,,,,,
334412,Bare Printed Circuit Board Manufacturing,Firms,697,171,110,116,397,216,52,665,32,,,,,,,,,,,,,,,,,,,,,
334412,Bare Printed Circuit Board Manufacturing,Establishments,730,173,110,116,399,218,62,679,51,,,,,,,,,,,,,,,,,,,,,
334412,Bare Printed Circuit Board Manufacturing,Employment,"39,835",321,742,"1,664","2,727","9,770","7,012","19,509","20,326",,,,,,,,,,,,,,,,,,,,,
334412,Bare Printed Circuit Board Manufacturing,"Annual Payroll ($1,000)","1,922,942","18,137","24,704","57,626","100,467","376,349","282,260","759,076","1,163,866",,,,,,,,,,,,,,,,,,,,,
334413,Semiconductor and Related Device Manufacturing,Firms,844,267,127,112,506,172,75,753,91,,,,,,,,,,,,,,,,,,,,,
334413,Semiconductor and Related Device Manufacturing,Establishments,967,267,128,112,507,175,96,778,189,,,,,,,,,,,,,,,,,,,,,
334413,Semiconductor and Related Device Manufacturing,Employment,"143,368",403,855,"1,614","2,872","7,772","11,467","22,111","121,257",,,,,,,,,,,,,,,,,,,,,
334413,Semiconductor and Related Device Manufacturing,"Annual Payroll ($1,000)","11,170,582","169,341","50,172","103,849","323,362","516,458","859,411","1,699,231","9,471,351",,,,,,,,,,,,,,,,,,,,,
334414,Electronic Capacitor Manufacturing,Firms,67,17,6,13,36,12,10,58,9,,,,,,,,,,,,,,,,,,,,,
